"ScientificName","CommonName","order_name","family_nam","code","id_no","web_redlist","assessment_redlist","web_fishbase","SpecCode","DemersPelag","Vulnerability","Resilience"
"Scyliorhinus meadi","Blotched catshark, Blotched cat shark, Klodderkathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",60232,"http://www.iucnredlist.org/details/classify/60232/0","http://www.iucnredlist.org/pdflink.60232","http://www.fishbase.org/summary/Scyliorhinus-meadi.html",852,"bathydemersal",46.77,"Very low"
"Scyliorhinus retifer","Nethaj, Chain cat shark, chain catshark, chain dogfish, Ketjupunahai, Scyliorhinus retifer, Roussette maille, Kettingkathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",60233,"http://www.iucnredlist.org/details/classify/60233/0","http://www.iucnredlist.org/pdflink.60233","http://www.fishbase.org/summary/Scyliorhinus-retifer.html",853,"demersal",40.99,"Low"
"Scyliorhinus stellaris","Hartouka gata, Irsh, Kalb bahar, Kalb el bah'r, Kelb bahr, Kelb el bahr, Qattous, bleiz mor, farlot, kribin, marc'ha dour, touill bras, Gat, Gatvaire, Gattu bardu, Pesciu gattu, morgi brych, grossgefleckter Katzenhai, Hundshai, Katzenhai, Pantherhai, Gatopsaraki, Gatos, Skyllopsaro, Bull Huss / Nursehound, Bull huss, Dogfish, Flake, Flake catfish, Greate-spotted dogfish, Greater spotted dogfish, Hound, Large-spotted dogfish, Larger spotted dogfish, Nurse, Nurse hound, Nurse-hound, Rigg, nursehound, lija, Breka, Gat, Gat vayre, Gata, Gatet, Gato marino, Gatvaire, Gatvayra, Lixa, Moma, Momarra, Muxina, Patarroxa, Pintarroja, Pitarrosa, Renuda, Roussette, Chat-rochier, Gat rouquin, Grand chat de mer, Grande roussette, Govag, Gildon cokhavi, Macka mrkulja, Gattopardo, Attupardu, Barbe, Barde, Diobarda, Gata nostrana, Gata sciava, Gatta d'argua, Gattu di mari, Gattu steddari, Gattubardu, Gattuccio, Gattuccio maggiore, Gattucia, Gattupardu, Gattuso, Grande rosetta, Jattaredda, Jattefarre, Jattolla, Jattupaddu 'i rocca, Jattuparda, Jattupardu, Labardu, Liobardo, Sgatto, Squalo gattopardo, Gattarell, Gattarell Tar-Rukkal, Gattarell tal-blat, Qattus tar-rukkal, Kathaai, Zeehoud, storflekka raudhai, Rekinek panterka a. plamisty, Rekinek plamisty, Lixa, Gata, Pata-roxa-gata, Pata-roxa-grande, Patarroxa, Patarroxa-gata, Patarroxa-grande, Akula-koshka, Dac-deti, daci i detit, Macka mrkulja, Macka, Morska macka, Kedi baligi, Bozlekelikedi baligi, kedi","CARCHARHINIFORMES","SCYLIORHINIDAE","NT",161484,"http://www.iucnredlist.org/details/classify/161484/0","http://www.iucnredlist.org/pdflink.161484","http://www.fishbase.org/summary/Scyliorhinus-stellaris.html",854,"reef-associated",67.18,"Low"
"Scyliorhinus tokubee","Izu cat shark, Izu catshark, Izu-hana-torazame, Izukathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",161412,"http://www.iucnredlist.org/details/classify/161412/0","http://www.iucnredlist.org/pdflink.161412","http://www.fishbase.org/summary/Scyliorhinus-tokubee.html",27216,"demersal",38.75,"Low"
"Scyliorhinus torazame","cloudy catshark, Cloudy cat shark, Tiger cat shark, Tummapunahai, Scyliorhinus torazame, Roussette nuageuse, Torazame, Tu-t'up-sang-o, Bedekte kathaai, Pating","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",161435,"http://www.iucnredlist.org/details/classify/161435/0","http://www.iucnredlist.org/pdflink.161435","http://www.fishbase.org/summary/Scyliorhinus-torazame.html",855,"demersal",38.36,"Very low"
"Scyliorhinus torrei","Cat shark, Cuban catshark, Dwarf cat shark, Dwarf catshark, Whitespotted catshark, Gatica, Gatica prieta, Pikkupunahai, Roussette naine, Dwergkathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",161449,"http://www.iucnredlist.org/details/classify/161449/0","http://www.iucnredlist.org/pdflink.161449","http://www.fishbase.org/summary/Scyliorhinus-torrei.html",856,"bathydemersal",31.53,"Very low"
"Scylliogaleus quecketti","Flapneus-hondhaai, flapnose houndshark, Huulikoirahai, Scylliogaleus quecketti, Flapsnuitvaalhaai","CARCHARHINIFORMES","TRIAKIDAE","VU",39360,"http://www.iucnredlist.org/details/classify/39360/0","http://www.iucnredlist.org/pdflink.39360","http://www.fishbase.org/summary/Scylliogaleus-quecketti.html",5945,"demersal",53.88,"Very low"
"Scymnodalatias albicauda","Flapnose houndshark","SQUALIFORMES","SOMNIOSIDAE","DD",41855,"http://www.iucnredlist.org/details/classify/41855/0","http://www.iucnredlist.org/pdflink.41855","http://www.fishbase.org/summary/Scymnodalatias-albicauda.html",27194,"bathypelagic",58.75,"Low"
"Scymnodalatias garricki","Whitetail dogfish","SQUALIFORMES","SOMNIOSIDAE","DD",161583,"http://www.iucnredlist.org/details/classify/161583/0","http://www.iucnredlist.org/pdflink.161583","http://www.fishbase.org/summary/Scymnodalatias-garricki.html",53990,"bathypelagic",58.26,"Low"
"Scymnodalatias oligodon","Azores dogfish","SQUALIFORMES","SOMNIOSIDAE","DD",44570,"http://www.iucnredlist.org/details/classify/44570/0","http://www.iucnredlist.org/pdflink.44570","http://www.fishbase.org/summary/Scymnodalatias-oligodon.html",53989,"benthopelagic",58.26,"Low"
"Scymnodalatias sherwoodi","Sherwood dogfish, Sherwood's dogfish, Bruja de Canterbury, Scymnodalatias sherwoodi, Squale-grogneur chien","SQUALIFORMES","SOMNIOSIDAE","DD",41856,"http://www.iucnredlist.org/details/classify/41856/0","http://www.iucnredlist.org/pdflink.41856","http://www.fishbase.org/summary/Scymnodalatias-sherwoodi.html",698,"benthopelagic",46.15,"Low"
"Scymnodon ringens","Messerzahnhai, Messerzahn-Dornhai, knifetooth dogfish, Bruja, Squale-grogneur commun, Mestandijshaai, Arreganhada, Knorrhaj","SQUALIFORMES","SOMNIOSIDAE","DD",161717,"http://www.iucnredlist.org/details/classify/161717/0","http://www.iucnredlist.org/pdflink.161717","http://www.fishbase.org/summary/Scymnodon-ringens.html",700,"bathypelagic",58.37,"Low"
"Sinobatis borneensis","Borneo-lemmerokke, Borneo leg skate, Borneo legskate, Itohiki-ei, Borneopootrog","RAJIFORMES","ANACANTHOBATIDAE","LC",161379,"http://www.iucnredlist.org/details/classify/161379/0","http://www.iucnredlist.org/pdflink.161379","http://www.fishbase.org/summary/Sinobatis-borneensis.html",7279,"bathydemersal",32.06,"Low"
