"ScientificName","CommonName","order_name","family_nam","code","id_no","web_redlist","assessment_redlist","web_fishbase","SpecCode","DemersPelag","Vulnerability","Resilience"
"Dasyatis acutirostra","Sharpnose stingray, Yajiri-ei, Scherpsnuitpijlstaartrog","RAJIFORMES","DASYATIDAE","NT",60147,"http://www.iucnredlist.org/details/classify/60147/0","http://www.iucnredlist.org/pdflink.60147","http://www.fishbase.org/summary/Dasyatis-acutirostra.html",54630,"demersal",90,"Low"
"Dasyatis akajei","Stillehavspilrokke, Pigrokke, Pilrokke, Stechrochen, Peitschenrochen, Red stingray, Estuary stingaree, Estuary stingray, Japanese red stingray, Japanese stingray, Red skate, Whip ray, Whip stingray, Whipray, Yellow stingray, brown stingray, Pastinaca, Pastenague du Pacifique, Trigono, Pastinaca, Aka ei, Aka-ei, No-rang-ga-o-ri, Pari merah, Pari, Rode pijlstaartrog, Pilskate, Pilrokke, Ogoncza japonska, Krasnyi khostokol, Volina, Siba zutulja, Stingrocka, Shllahaus-spjutrocha, Stillahavs-spjutrocka, Ignelivatoz","RAJIFORMES","DASYATIDAE","NT",60148,"http://www.iucnredlist.org/details/classify/60148/0","http://www.iucnredlist.org/pdflink.60148","http://www.fishbase.org/summary/Dasyatis-akajei.html",940,"demersal",73.67,"Low"
"Dasyatis americana","Pigrokke, Pilrokke, Vestatlantisk pigrokke, Amerikanischer Stachelrochen, Amerikanischer Stechrochen, Peitschenrochen, Stechrochen, stingaree, Kit, Stingray, Whip stingray, southern atlantic stingray, southern stingray, Pastinaca, Raya, Raya americana, Raya chucho, Raya verde, rayalatigo americana, Pastinaca, Trigono, Amerika-aka-ei, Stekelrog, Amerikaanse pijlstaartrog, Pijlstaartrog, Pilskate, Pilrokke, Ogoncza amerykanska, Arraia, Raia-cravadora, Raia-lixa, Raia-prego, Kit, Volina, Siba zutulja, Stingrocka, Ignelivatoz","RAJIFORMES","DASYATIDAE","DD",60149,"http://www.iucnredlist.org/details/classify/60149/0","http://www.iucnredlist.org/pdflink.60149","http://www.fishbase.org/summary/Dasyatis-americana.html",1247,"reef-associated",76.83,"Very low"
"Dasyatis bennetti","Bennetts pigrokke, Yellow stingray, Bennett's cowtail, Bennett's stingray, Frilltailed stingray, Pow-e-gazandeh, Onaga-ei, Kraagstaartpijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161533,"http://www.iucnredlist.org/details/classify/161533/0","http://www.iucnredlist.org/pdflink.161533","http://www.fishbase.org/summary/Dasyatis-bennetti.html",NA,NA,NA,NA
"Dasyatis brevicaudata","Kortstert-pylstert, Pigrokke, Pilrokke, Peitschenrochen, Stechrochen, Short-tail stingray, Giant black ray, Giant stingray, New Zealand short-tail stingaree, Schreiners ray, Short-tailed black ray, Short-tailed stingaree, Short-tailed stingray, Shorttail black stingray, Shorttail stingray, Smooth short-tailed stingray, Smooth stingray, Stingray, Pastinaca, Pastinaca, Trigono, Oru, Paakaurua, Roha, Whai, Whai repo, Gladde pijlstaartrog, Pilskate, Pilrokke, Uge cauda-curta, Volina, Siba zutulja, Stingrocka, Ignelivatoz","RAJIFORMES","DASYATIDAE","LC",41796,"http://www.iucnredlist.org/details/classify/41796/0","http://www.iucnredlist.org/pdflink.41796","http://www.fishbase.org/summary/Dasyatis-brevicaudata.html",6381,"demersal",87.45,"Very low"
"Dasyatis centroura","Ferazza, Ruhalet pigrokke, Ruhalet Pilrokke, Stechrochen, Dornenschwanz-Stechrochen, Rauschwanz-Stechrochen, Akanthotrygona, Rough-tailed stingray, Rough-tailed, Rough-tailed northern stingray, clam cracker, roughtail stingray, stingaree, Chucho, sinj, Trigone spinoso, Trigone, Boll, Boll denbu ahrax, Gestekelde pijlstaartrog, Ogoncza zachodnia, Arraia, Arraia-prego, Raia-manteiga, Raia-prego, Uge de cardas, Uge-de-cardas, Uja, Uje-de-cardas, Neshtelie, neshtelije, Taggspjutrocka, Denizkedisi baligi, Ignelivatoz baligi, Rina baligi","RAJIFORMES","DASYATIDAE","LC",63152,"http://www.iucnredlist.org/details/classify/63152/0","http://www.iucnredlist.org/pdflink.63152","http://www.fishbase.org/summary/Dasyatis-centroura.html",2572,"demersal",80.94,"Very low"
"Dasyatis chrysonota","Blou pylstert, Marbled stingray, Blue stingray, South African blue stingray, Sting ray, Chucho, Pastenague bleue sud-africaine, Gemarmerde pijlstaartrog","RAJIFORMES","DASYATIDAE","LC",161643,"http://www.iucnredlist.org/details/classify/161643/0","http://www.iucnredlist.org/pdflink.161643","http://www.fishbase.org/summary/Dasyatis-chrysonota.html",25629,"demersal",55.86,"Low"
"Dasyatis colarensis",NA,"RAJIFORMES","DASYATIDAE","VU",60151,"http://www.iucnredlist.org/details/classify/60151/0","http://www.iucnredlist.org/pdflink.60151","http://www.fishbase.org/summary/Dasyatis-colarensis.html",62663,"pelagic-neritic",71.67,"Very low"
"Dasyatis dipterura","Diamantpigrokke, Rat-tailed stingray, Diamond stingray, Hawaiian stingray, Stingray, Batana, Batea, Manta raya, Raya diamante, Raya lodera, Hihimanu, Lupe, Ogoncza diamentowa","RAJIFORMES","DASYATIDAE","DD",60152,"http://www.iucnredlist.org/details/classify/60152/0","http://www.iucnredlist.org/pdflink.60152","http://www.fishbase.org/summary/Dasyatis-dipterura.html",2573,"demersal",72.2,"Low"
"Dasyatis fluviorum","Estuary stingray, Estuary stingaree, River stingray, brown stingray, Pari, Pari muara, Estuariumpijlstaartrog, Kraban Hin","RAJIFORMES","DASYATIDAE","VU",41797,"http://www.iucnredlist.org/details/classify/41797/0","http://www.iucnredlist.org/pdflink.41797","http://www.fishbase.org/summary/Dasyatis-fluviorum.html",12583,"benthopelagic",57.67,"Low"
"Dasyatis garouaensis","Ray, Niger stingray, Smooth freshwater stingray, Kunaman ruwa, Kounama rwa, Gladde zoetwaterpijlstaartrog, Alate","RAJIFORMES","DASYATIDAE","VU",39406,"http://www.iucnredlist.org/details/classify/39406/0","http://www.iucnredlist.org/pdflink.39406","http://www.fishbase.org/summary/Dasyatis-garouaensis.html",10803,"demersal",90,"Very low"
"Dasyatis geijskesi","Sharpsnout stingray, Stingray, Wingfin stingray, Tengu-aka-ei, Stekelrog, Vleugelvinpijlstaartrog, Raia, Arraia, Arraia-morcego, Raia-bicuda","RAJIFORMES","DASYATIDAE","NT",60153,"http://www.iucnredlist.org/details/classify/60153/0","http://www.iucnredlist.org/pdflink.60153","http://www.fishbase.org/summary/Dasyatis-geijskesi.html",7594,"demersal",90,"Low"
"Dasyatis gigantea","Stor stumphalet pigrokke, Giant stumptail stingray, Reuzenpijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161503,"http://www.iucnredlist.org/details/classify/161503/0","http://www.iucnredlist.org/pdflink.161503","http://www.fishbase.org/summary/Dasyatis-gigantea.html",22789,"demersal",90,"Low"
"Dasyatis guttata","Longnose stingray, Stingray, longnose sting ray, Raya, Hocicona, Raya blanca, Raya hocicona, Raya latigo hocicona, rayalatigo hocicona, Dasyatis guttata, Pastenague longnez, Zarazara-ei, Stekelrog, Langsnuitpijlstaartrog, Raia, Arraia, Arraia branca, Arraia-bico-de-remo, Arraia-bicuda, Arraia-lixa, Raia-branca, Raia-lixa, Raia-lixo","RAJIFORMES","DASYATIDAE","DD",44592,"http://www.iucnredlist.org/details/classify/44592/0","http://www.iucnredlist.org/pdflink.44592","http://www.fishbase.org/summary/Dasyatis-guttata.html",1248,"demersal",90,"Very low"
"Dasyatis hypostigma",NA,"RAJIFORMES","DASYATIDAE","DD",60154,"http://www.iucnredlist.org/details/classify/60154/0","http://www.iucnredlist.org/pdflink.60154","http://www.fishbase.org/summary/Dasyatis-hypostigma.html",63407,"benthopelagic",74.15,"Low"
"Dasyatis izuensis","Izu stingray, Izuhime-ei, Izupijlstaartrog","RAJIFORMES","DASYATIDAE","NT",60155,"http://www.iucnredlist.org/details/classify/60155/0","http://www.iucnredlist.org/pdflink.60155","http://www.fishbase.org/summary/Dasyatis-izuensis.html",54631,"demersal",90,"Low"
"Dasyatis laevigata","Yantai stingray, Red stingray, Yantaipijlstaartrog","RAJIFORMES","DASYATIDAE","NT",161618,"http://www.iucnredlist.org/details/classify/161618/0","http://www.iucnredlist.org/pdflink.161618","http://www.fishbase.org/summary/Dasyatis-laevigata.html",54629,"demersal",90,"Low"
"Dasyatis lata","Brun pigrokke, brown stingray, Broad stingray, hihi-manu, Hihimanu, Lupe, Bruine pijlstaartrog","RAJIFORMES","DASYATIDAE","LC",161386,"http://www.iucnredlist.org/details/classify/161386/0","http://www.iucnredlist.org/pdflink.161386","http://www.fishbase.org/summary/Dasyatis-lata.html",27065,"demersal",66.88,"Low"
"Dasyatis longa","Langhalet pigrokke, Longtail stingray, Stingray, Raya, Manta raya, Raya de lo hondo, Pastenague queue longue, Langstaartpijlstaartrog","RAJIFORMES","DASYATIDAE","DD",60157,"http://www.iucnredlist.org/details/classify/60157/0","http://www.iucnredlist.org/pdflink.60157","http://www.fishbase.org/summary/Dasyatis-longa.html",13178,"reef-associated",74.33,"Very low"
"Dasyatis margarita","Stechrochen, Tatra, Adadu, Whipray, Daisy stingray, Guinean stingray, Skeete, Stingray, Raie disque, Raie, pastenague marguerite, Margrietpijlstaartrog, Ogoncza perelkowa, Uje-margarida, Pisica de mare perlata, Ragntiaan","RAJIFORMES","DASYATIDAE","EN",161495,"http://www.iucnredlist.org/details/classify/161495/0","http://www.iucnredlist.org/pdflink.161495","http://www.fishbase.org/summary/Dasyatis-margarita.html",4954,"demersal",66.88,"Low"
"Dasyatis margaritella","Pearl stingray, Paarlemoerpijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161520,"http://www.iucnredlist.org/details/classify/161520/0","http://www.iucnredlist.org/pdflink.161520","http://www.fishbase.org/summary/Dasyatis-margaritella.html",26645,"demersal",90,"Low"
"Dasyatis marianae",NA,"RAJIFORMES","DASYATIDAE","DD",45925,"http://www.iucnredlist.org/details/classify/45925/0","http://www.iucnredlist.org/pdflink.45925","http://www.fishbase.org/summary/Dasyatis-marianae.html",57696,"demersal",90,"Very low"
"Dasyatis marmorata","Pylstert, Marmorierter Stechrocen, Marbled stingray, Stingray, Chucho, Irao rantan","RAJIFORMES","DASYATIDAE","DD",161748,"http://www.iucnredlist.org/details/classify/161748/0","http://www.iucnredlist.org/pdflink.161748","http://www.fishbase.org/summary/Dasyatis-marmorata.html",8964,"demersal",28.28,"Very low"
"Dasyatis matsubarai","Trnucha Matsubara, Pitted stingray, Hoshi-ei, Pokdalige pijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161671,"http://www.iucnredlist.org/details/classify/161671/0","http://www.iucnredlist.org/pdflink.161671","http://www.fishbase.org/summary/Dasyatis-matsubarai.html",49032,"demersal",90,"Low"
"Dasyatis microps","Smalleye stingray, Annandale's stingray, Thickspine giant stingray, Dikstekelpijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161582,"http://www.iucnredlist.org/details/classify/161582/0","http://www.iucnredlist.org/pdflink.161582","http://www.fishbase.org/summary/Dasyatis-microps.html",15391,"benthopelagic",86.25,"Low"
"Dasyatis multispinosa","Multispine giant stingray","RAJIFORMES","DASYATIDAE","DD",165300,"http://www.iucnredlist.org/details/classify/165300/0","http://www.iucnredlist.org/pdflink.165300","http://www.fishbase.org/summary/Dasyatis-multispinosa.html",57395,"bathydemersal",90,"Low"
"Dasyatis navarrae","Blackish stingray, Blackfish stingray, Navarr's stingray, Zwartachtige pijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161741,"http://www.iucnredlist.org/details/classify/161741/0","http://www.iucnredlist.org/pdflink.161741","http://www.fishbase.org/summary/Dasyatis-navarrae.html",54626,"demersal",90,"Low"
"Dasyatis parvonigra","Dwarf black stingray","RAJIFORMES","DASYATIDAE","DD",195442,"http://www.iucnredlist.org/details/classify/195442/0","http://www.iucnredlist.org/pdflink.195442","http://www.fishbase.org/summary/Dasyatis-parvonigra.html",64143,"benthopelagic",82.37,NA
"Dasyatis pastinaca","Pylstert, Blou pylstert, N'jemma, Baqara Wat'wyt'a, Bugrah bahar, Terre, rea dars, Ciocciu, Ferazza, morgath ddu, Pigrokke, Pilrokke, gemeiner Stechrochen, Peitschenrochen, Pfeilschwanz, Stechroche, Stechrochen, Vatotrygona, Sting ray, Blue stingray, Marbled stingray, Stingray, common stingray, Bantenaga, Chucho, Escorsana, Escursana, Escurso, Ferrasa, Pastinaca, Pastinaga, Pombo, Rayavaca, Romaguera, Serreta, Totina, Vela latina, Bastanago, Bougnette, Coucou, Fouleux, Pastenago, Pastenague, Pastenague commun, Pastenague commune, Pastenargo, Raie pastenague, Raie-pastenague, Tare ronde, Terre, Tonare, Vastanaga, Rocan gha nimhe, Golub, Zutulja, Trigono, Baracola, Brucco, Bucchio, Bugghiu, Bugghiu jancu, Chiamica, Ciuccia, Ciuccio, Ciucciu, Ciuccua gianca, Colombo grande, Dragone, Ferasso, Ferraccia, Ferrazza, Ferrazzu, Ferrun, Ghiamita, Matan, Matana, Mocene, Muchie janche, Muchio, Muchio janco, Mucosa, Mugghio, Mugghiu, Muggiu, Pastenaca, Pastinaca, Pastinaca comune, Protene, Ranina, Tomazzo, Traona, Travona, Trigone, Urchie, Vugghiu jancu, Thirukay, Boll, Boll komuni, Bonn, Hamiema, Hamiema tas-sikkina, Sorc, Pijlstaartrog, Pilskate, Pilrokke, Ogoncza pastynak, Pombo, Manteiga, Rato do mar, Ratona, Uge, Uja, Uje, Uji, Urcha, Urja, Urze, Usga, rato, Pisica de mare, Morskoj kot, bishtmini, bishtmiu, trigoni, Siba zutulja, Volina, Stingrocka, Spjutrocka, Ignelivatoz, Denizkedisi baligi, Dikenli vatoz, Rina, Rina baligi, Morskii kit, Irao rantan","RAJIFORMES","DASYATIDAE","DD",161453,"http://www.iucnredlist.org/details/classify/161453/0","http://www.iucnredlist.org/pdflink.161453","http://www.fishbase.org/summary/Dasyatis-pastinaca.html",2060,"demersal",78.58,"Very low"
"Dasyatis rudis","Smalltooth stingray, Kleintandpijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161620,"http://www.iucnredlist.org/details/classify/161620/0","http://www.iucnredlist.org/pdflink.161620","http://www.fishbase.org/summary/Dasyatis-rudis.html",8967,"demersal",76.55,"Low"
"Dasyatis sabina","Florida-pigrokke, Atlantic stingray, Raya hocicona, Raya enana, Dasyatis sabina, Raie, Atlantische pijlstaartrog, Floridskiy khostokol","RAJIFORMES","DASYATIDAE","LC",60158,"http://www.iucnredlist.org/details/classify/60158/0","http://www.iucnredlist.org/pdflink.60158","http://www.fishbase.org/summary/Dasyatis-sabina.html",2574,"demersal",76.13,"Very low"
"Dasyatis say","Stumpfnasenstechrochen, Bluntnose stingray, Blunmose Stingray, Say's stingray, Raya, Chucho, Raya hocicona, Raya mediana, Stompsnuitpijlstaartrog, Raia, Arraia-amarela, Arraia-manteiga, Manteiga, Raia amarela, Raia chita, Raia mijona, Raia prego, Raia-manteiga","RAJIFORMES","DASYATIDAE","LC",60159,"http://www.iucnredlist.org/details/classify/60159/0","http://www.iucnredlist.org/pdflink.60159","http://www.fishbase.org/summary/Dasyatis-say.html",2575,"demersal",66.88,"Low"
"Dasyatis sinensis","Kinesisk pigrokke, Chinese stingray, Pari, Pari Shanghai, Chinese pijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161576,"http://www.iucnredlist.org/details/classify/161576/0","http://www.iucnredlist.org/pdflink.161576","http://www.fishbase.org/summary/Dasyatis-sinensis.html",54627,"demersal",90,"Low"
"Dasyatis thetidis","Doringstert-pylstert, Pigrokke, Pilrokke, Sort pigrokke, Peitschenrochen, Stechrochen, Longtail stingray, Black skate, Black stingaree, Black stingray, Long tailed stingray, Long-tailed stingaree, Longtail black stingray, Thorn stingray, Thorntail ray, Thorntail stingray, Whiptail ray, Pastinaca, Pastinaca, Trigono, Whai, Pari duri, Pari ekor duri, Zwarte pijlstaartrog, Pilskate, Pilrokke, Uge cauda-espinhosa, Volina, Siba zutulja, Stingrocka, Ignelivatoz","RAJIFORMES","DASYATIDAE","LC",161401,"http://www.iucnredlist.org/details/classify/161401/0","http://www.iucnredlist.org/pdflink.161401","http://www.fishbase.org/summary/Dasyatis-thetidis.html",7954,"demersal",82.94,"Very low"
"Dasyatis ushiei","Cow stingray, Ushi stingray, Ushi-ei, Koepijlstaartrog","RAJIFORMES","DASYATIDAE","DD",161472,"http://www.iucnredlist.org/details/classify/161472/0","http://www.iucnredlist.org/pdflink.161472","http://www.fishbase.org/summary/Dasyatis-ushiei.html",22785,"demersal",90,"Low"
"Dasyatis zugei","Pale-edged stingray, Sharpnose stingray, Zugu ei, Zugu-ei, Tuka-tuka, Pari biasa, Toka-toka, Pakat, Wagli, Setoka, Hang hu, Ketuka, Pari ketuka, Pari nyiru, Pari tanjung, Piak kia, Vale pijlstaartrog, Pitan, Chumbara-kah, Tuk-ga, Pagi","RAJIFORMES","DASYATIDAE","NT",60160,"http://www.iucnredlist.org/details/classify/60160/0","http://www.iucnredlist.org/pdflink.60160","http://www.fishbase.org/summary/Dasyatis-zugei.html",8205,"demersal",90,"Low"
"Deania calcea","Schnabeldornhai, Roughskin dogfish, Brier shark, Deepwater dogfish, Dorian Grey, Dorian grey shark, Platypus shark, Shovel nosed shark, Shovelnose dogfish, Shovelnose spiny dogfish, Thompsons deepsea dogfish, Thompsons shark, birdbeak dogfish, lija, Pico pato, Tollo pajarito, Tollo picudo, Zapata, Lattahai, Deania calcea, Squale savate, Flatnefur, Heratsunozame, Spitssnuitsnavelhaai, Sapata, Pife, Tutia, Skednoshaj","SQUALIFORMES","CENTROPHORIDAE","LC",41798,"http://www.iucnredlist.org/details/classify/41798/0","http://www.iucnredlist.org/pdflink.41798","http://www.fishbase.org/summary/Deania-calcea.html",670,"bathydemersal",65.8,"Very low"
"Deania hystricosa","Rauher Schnabeldornhai, Rough longnose dogfish, Tollo raspa, Okalattahai, Squale-savate rude, Ruwe langsnuitsnavelhaai","SQUALIFORMES","CENTROPHORIDAE","DD",161549,"http://www.iucnredlist.org/details/classify/161549/0","http://www.iucnredlist.org/pdflink.161549","http://www.fishbase.org/summary/Deania-hystricosa.html",671,"bathydemersal",69.42,"Low"
"Deania profundorum","Pfeilkopf-Dornhai, arrowhead dogfish, Longsnout dogfish, Tollo flecha, Nokkalattahai, Squale-savate lutin, Pijlpuntsnavelhaai, Sapata, Ferreta, Sapa-branca, Pating","SQUALIFORMES","CENTROPHORIDAE","LC",161551,"http://www.iucnredlist.org/details/classify/161551/0","http://www.iucnredlist.org/pdflink.161551","http://www.fishbase.org/summary/Deania-profundorum.html",672,"bathydemersal",65.41,"Very low"
"Deania quadrispinosa","Longsnout dogfish, Tollo trompalarga, Ruskolattahai, Deania quadrispinosum, Langsnuitsnavelhaai, Sapata","SQUALIFORMES","CENTROPHORIDAE","NT",161635,"http://www.iucnredlist.org/details/classify/161635/0","http://www.iucnredlist.org/pdflink.161635","http://www.fishbase.org/summary/Deania-quadrispinosa.html",673,"bathydemersal",72.29,"Low"
"Dentiraja flindersi","Pygmy thornback skate","RAJIFORMES","RAJIDAE","DD",195443,"http://www.iucnredlist.org/details/classify/195443/0","http://www.iucnredlist.org/pdflink.195443","http://www.fishbase.org/summary/Dentiraja-flindersi.html",NA,NA,NA,NA
"Dentiraja lemprieri","Australsk tornrokke, Australian thornback skate, Denticulate skate, Lempriere's skate, Lemprieres skate, Thornback skate, Australische stekelrog","RAJIFORMES","RAJIDAE","LC",161489,"http://www.iucnredlist.org/details/classify/161489/0","http://www.iucnredlist.org/pdflink.161489","http://www.fishbase.org/summary/Dentiraja-lemprieri.html",24081,"demersal",41.78,"Low"
"Diplobatis colombiensis",NA,"RAJIFORMES","NARCINIDAE","VU",61401,"http://www.iucnredlist.org/details/classify/61401/0","http://www.iucnredlist.org/pdflink.61401","http://www.fishbase.org/summary/Diplobatis-colombiensis.html",53912,"demersal",10,"Low"
"Diplobatis guamachensis",NA,"RAJIFORMES","NARCINIDAE","VU",61402,"http://www.iucnredlist.org/details/classify/61402/0","http://www.iucnredlist.org/pdflink.61402","http://www.fishbase.org/summary/Diplobatis-guamachensis.html",53913,"demersal",10,"Low"
"Diplobatis ommata","Ocellated electric ray, Bullseye electric ray, Electric ray, Target ray, electric-ray, Raya, Schietschijfstroomrog","RAJIFORMES","NARCINIDAE","VU",61403,"http://www.iucnredlist.org/details/classify/61403/0","http://www.iucnredlist.org/pdflink.61403","http://www.fishbase.org/summary/Diplobatis-ommata.html",8723,"reef-associated",13.16,"Low"
"Diplobatis pictus","Painted electric ray, Variegated electric ray, Torpedo, Raya electrica variegada, Montsuki-shibire-ei, Gekleurde stroomrog","RAJIFORMES","NARCINIDAE","VU",61404,"http://www.iucnredlist.org/details/classify/61404/0","http://www.iucnredlist.org/pdflink.61404","http://www.fishbase.org/summary/Diplobatis-pictus.html",27776,"demersal",10,"Low"
"Dipturus acrobelus","Deepwater skate","RAJIFORMES","RAJIDAE","LC",195444,"http://www.iucnredlist.org/details/classify/195444/0","http://www.iucnredlist.org/pdflink.195444","http://www.fishbase.org/summary/Dipturus-acrobelus.html",63930,"bathydemersal",66.09,"Very low"
"Dipturus apricus","Pale tropical skate","RAJIFORMES","RAJIDAE","LC",195445,"http://www.iucnredlist.org/details/classify/195445/0","http://www.iucnredlist.org/pdflink.195445","http://www.fishbase.org/summary/Dipturus-apricus.html",63931,"demersal",51.93,"Medium"
"Dipturus australis","Glattrochen, common skate, Pommy skate, Skate, Sydney skate, Australianrausku, Sydneyrog","RAJIFORMES","RAJIDAE","VU",161637,"http://www.iucnredlist.org/details/classify/161637/0","http://www.iucnredlist.org/pdflink.161637","http://www.fishbase.org/summary/Dipturus-australis.html",15413,"demersal",39.99,"Low"
"Dipturus batis","Caputxa, Razza bavosa, Razza liscia, morgath, Skade, Glattrochen, Gemeiner Rochen, Glattroche, Grauer Rochen, Rochen, Spiegelrochen, Grizovatos, common skate, Blue grey skate, Common European skate, Gray skate, Grey skate, Skate, blue skate, dinnan, flapper skate, Noriega, Raya noruega, Silorausku, Flotte, Pocheteau, Pocheteau blanc, Pocheteau gris, Pochette, Raie grise, An sciata, Scarrag, Volina, Skata, Razza bavosa, Razza cappuccina, Razza comune, Rebekkin skur, Raja tar-ramel, Rebekkin, Rebekkin geddumu qasir, Rebekkin skur, Vleet, Schate, Vloot, Glattrokke, Glattskate, Storskate, Raja gladka, Raia, Arrai, Raia oirega, Raia-oirega, airoga, Vulpe neagra, seryi skat, Gladkiy skat, blue skate, Raxha me turi, Raxha skijatore, Raza velika, Volina, Skata, Vatoz, Kocaburunvatoz baligi","RAJIFORMES","RAJIDAE","CR",39397,"http://www.iucnredlist.org/details/classify/39397/0","http://www.iucnredlist.org/pdflink.39397","http://www.fishbase.org/summary/Dipturus-batis.html",2058,"demersal",86.21,"Very low"
"Dipturus bullisi","Bullis skate, Bullis' skate, Tortugas skate, lozenge skate, Raya de Bullis, raya triangular, Raie de Bullis, Hosoo-kasube, Tortugarog","RAJIFORMES","RAJIDAE","DD",161427,"http://www.iucnredlist.org/details/classify/161427/0","http://www.iucnredlist.org/pdflink.161427","http://www.fishbase.org/summary/Dipturus-bullisi.html",7604,"bathydemersal",69.38,"Low"
"Dipturus campbelli","Blackspot skate, Zwartvlekrog, Raia mancha preta","RAJIFORMES","RAJIDAE","NT",44607,"http://www.iucnredlist.org/details/classify/44607/0","http://www.iucnredlist.org/pdflink.44607","http://www.fishbase.org/summary/Dipturus-campbelli.html",25569,"demersal",47.75,"Low"
"Dipturus cerva","White-spotted skate, Hind skate, Whitespotted skate, Witgestippelde rog","RAJIFORMES","RAJIDAE","NT",161329,"http://www.iucnredlist.org/details/classify/161329/0","http://www.iucnredlist.org/pdflink.161329","http://www.fishbase.org/summary/Dipturus-cerva.html",24076,"demersal",46.98,"Low"
"Dipturus crosnieri","Madagascar skate","RAJIFORMES","RAJIDAE","VU",60118,"http://www.iucnredlist.org/details/classify/60118/0","http://www.iucnredlist.org/pdflink.60118","http://www.fishbase.org/summary/Dipturus-crosnieri.html",54103,"bathydemersal",74.81,"Low"
"Dipturus doutrei","Rog, Skate, Javalin skate, Javelin skate, Violet skate, Raya violeta, Raie violette, Spiesrog","RAJIFORMES","RAJIDAE","DD",161601,"http://www.iucnredlist.org/details/classify/161601/0","http://www.iucnredlist.org/pdflink.161601","http://www.fishbase.org/summary/Dipturus-doutrei.html",5012,"bathydemersal",58.7,"Low"
"Dipturus ecuadoriensis","Ecuador skate","RAJIFORMES","RAJIDAE","DD",63136,"http://www.iucnredlist.org/details/classify/63136/0","http://www.iucnredlist.org/pdflink.63136","http://www.fishbase.org/summary/Dipturus-ecuadoriensis.html",54442,"demersal",74.81,"Low"
"Dipturus endeavouri","Endeavour skate","RAJIFORMES","RAJIDAE","NT",195446,"http://www.iucnredlist.org/details/classify/195446/0","http://www.iucnredlist.org/pdflink.195446","http://www.fishbase.org/summary/Dipturus-endeavouri.html",63964,"benthopelagic",31.24,"Medium"
"Dipturus falloargus","False Argus skate","RAJIFORMES","RAJIDAE","DD",195447,"http://www.iucnredlist.org/details/classify/195447/0","http://www.iucnredlist.org/pdflink.195447","http://www.fishbase.org/summary/Dipturus-falloargus.html",63965,"benthopelagic",36.1,"Medium"
"Dipturus garricki","San Blas skate, San blasrog","RAJIFORMES","RAJIDAE","DD",161565,"http://www.iucnredlist.org/details/classify/161565/0","http://www.iucnredlist.org/pdflink.161565","http://www.fishbase.org/summary/Dipturus-garricki.html",51859,"bathydemersal",58.7,"Low"
"Dipturus gigas","Giant skate, Reuzerog","RAJIFORMES","RAJIDAE","DD",161393,"http://www.iucnredlist.org/details/classify/161393/0","http://www.iucnredlist.org/pdflink.161393","http://www.fishbase.org/summary/Dipturus-gigas.html",15414,"bathydemersal",73.26,"Low"
"Dipturus grahami","Graham's skate","RAJIFORMES","RAJIDAE","LC",195448,"http://www.iucnredlist.org/details/classify/195448/0","http://www.iucnredlist.org/pdflink.195448","http://www.fishbase.org/summary/Dipturus-grahami.html",63966,"benthopelagic",41.17,"Medium"
"Dipturus gudgeri","Greenback skate, Bight skate, Brown bight skate, Baairog","RAJIFORMES","RAJIDAE","NT",161535,"http://www.iucnredlist.org/details/classify/161535/0","http://www.iucnredlist.org/pdflink.161535","http://www.fishbase.org/summary/Dipturus-gudgeri.html",24079,"bathydemersal",73.26,"Low"
"Dipturus healdi","Heald's skate, Leyland's skate","RAJIFORMES","RAJIDAE","LC",195449,"http://www.iucnredlist.org/details/classify/195449/0","http://www.iucnredlist.org/pdflink.195449","http://www.fishbase.org/summary/Dipturus-healdi.html",63932,"bathydemersal",50.67,"Medium"
"Dipturus innominatus","smooth skate, New Zealand smooth skate, Uku, Nieuw-zeelandse gladde rog","RAJIFORMES","RAJIDAE","NT",41799,"http://www.iucnredlist.org/details/classify/41799/0","http://www.iucnredlist.org/pdflink.41799","http://www.fishbase.org/summary/Dipturus-innominatus.html",13145,"demersal",79.7,"Low"
"Dipturus johannisdavesi","Travancore skate","RAJIFORMES","RAJIDAE","DD",161617,"http://www.iucnredlist.org/details/classify/161617/0","http://www.iucnredlist.org/pdflink.161617","http://www.fishbase.org/summary/Dipturus-johannisdavesi.html",NA,NA,NA,NA
"Dipturus kwangtungensis","Kwangtung skate, Ocellate spotskate, Gangi-ei, Komon-kasube, Hong-o, Kwang-dong-hong-o","RAJIFORMES","RAJIDAE","DD",161400,"http://www.iucnredlist.org/details/classify/161400/0","http://www.iucnredlist.org/pdflink.161400","http://www.fishbase.org/summary/Dipturus-kwangtungensis.html",54036,"demersal",50.26,"Low"
