"PolygonID","MRGID","GeoName","Pol_type","MRGID_Ter1","Territory1","MRGID_Sov1","Sovereign1","ISO_Ter1","MRGID_Ter2","Territory2","MRGID_Sov2","Sovereign2","ISO_Ter2","MRGID_Ter3","Territory3","MRGID_Sov3","Sovereign3","ISO_Ter3","x_1","y_1","Area_km2","MRGID_EEZ","Nospecies"
"1","8444","American Samoa Exclusive Economic Zone","200NM","8670","American Samoa","2204","United States","ASM","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-169.063470082,-13.8548393188,405844.21967,"8444",0
"2","8379","Ascension Exclusive Economic Zone","200NM","8620","Ascension","2208","United Kingdom","ASC","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-14.3633726647,-7.94746851996,446005.325434,"8379",0
"3","8446","Cook Islands Exclusive Economic Zone","200NM","8672","Cook Islands","2227","New Zealand","COK","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-161.303414012,-15.0189070607,1969507.12039,"8446",0
"4","8389","Disputed area Falkland Islands Exclusive Economic Zone: UK / Argentina","Disputed","8623","Falkland Islands","2208","United Kingdom","FLK","2149","Argentina","2149","Argentina","ARG","0",NA,"0",NA,NA,-58.3223660504,-51.667026383,549931.724317,"8389",0
"5","8440","French Polynesian Exclusive Economic Zone","200NM","8656","French Polynesia","17","France","PYF","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-144.003272853,-18.7363445188,4766884.32996,"8440",0
"6","8439","Pitcairn Islands Exclusive Economic Zone","200NM","2259","Pitcairn","2208","United Kingdom","PCN","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-127.421309783,-24.6062265562,842344.756396,"8439",0
"7","8380","St. Helena Exclusive Economic Zone","200NM","8619","Saint Helena","2208","United Kingdom","SHN","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-5.70869129251,-15.9727780519,449214.734358,"8380",0
"8","8445","Samoan Exclusive Economic Zone","200NM","8671","Samoa","8671","Samoa","WSM","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-172.753720967,-13.296866319,130473.54685,"8445",0
"9","8448","Tongan Exclusive Economic Zone","200NM","8674","Tonga","8674","Tonga","TON","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-174.765860806,-20.2217486938,666078.527932,"8448",0
"10","8382","Tristan Da Cunha Exclusive Economic Zone","200NM","8621","Tristan da Cunha","2208","United Kingdom","TAA","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-11.3358981314,-39.0680540905,817104.430557,"8382",0
"11","8465","Chilean Exclusive Economic Zone","200NM","2165","Chile","2165","Chile","CHL","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-75.6994658146,-40.7386937476,2465054.67659,"8465",0
"12","8447","Niue Exclusive Economic Zone","200NM","8673","Niue","2227","New Zealand","NIU","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-169.331383301,-19.5231481912,318143.64148,"8447",0
"14","8383","Disputed area South Georgia and South Sandwich Exclusive Economic Zone: UK / Argentina","Disputed","8624","South Georgia and the South Sandwich Islands","2208","United Kingdom","SGS","2149","Argentina","2149","Argentina","ARG","0",NA,"0",NA,NA,-31.570227793,-56.4545855337,1287582.613,"8383",0
"15","48961","Joint regime area Argentina / Uruguay","Joint regime","2216","Uruguay","2216","Uruguay","URY","2149","Argentina","2149","Argentina","ARG","0",NA,"0",NA,NA,-55.160956601,-36.2549332604,41412.483948,"48961",0
"16","48962","Joint regime area Peru / Ecuador","Joint regime","2257","Peru","2257","Peru","PER","2166","Ecuador","2166","Ecuador","ECU","0",NA,"0",NA,NA,-82.5324770996,-3.38858390804,16123.8786382,"48962",0
"17","8467","Uruguayan Exclusive Economic Zone","200NM","2216","Uruguay","2216","Uruguay","URY","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-53.3214266066,-35.7892709012,143090.710488,"8467",0
"18","8386","Amsterdam Island & St. Paul Island Exclusive Economic Zone","200NM","48979","Amsterdam and Saint Paul Islands","17","France","ATF","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,77.5418063106,-38.2943091334,512187.835173,"8386",0
"20","8344","Disputed area Chagos Archipelago Exclusive Economic Zone: UK / Mauritius","Disputed","8616","Chagos Archipelago","2208","United Kingdom","IOT","8614","Republic of Mauritius","8614","Republic of Mauritius","MUS","0",NA,"0",NA,NA,71.9497918473,-6.58327164324,638107.764246,"8344",0
"21","8309","Christmas Island Exclusive Economic Zone","200NM","8590","Christmas Island","2147","Australia","CXR","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,105.365226493,-11.2435805623,327994.30766,"8309",0
"22","8308","Cocos Islands Exclusive Economic Zone","200NM","8589","Cocos Islands","2147","Australia","CCK","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,96.854335723,-12.0314623377,467439.781112,"8308",0
"23","8334","Comoran Exclusive Economic Zone","200NM","2163","Comores","2163","Comores","COM","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,43.4516873616,-11.4210933175,164777.450393,"8334",0
"24","8385","Crozet Islands Exclusive Economic Zone","200NM","8627","Crozet Islands","17","France","ATF","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,51.2121814074,-46.3069575449,575374.872768,"8385",0
"25","48944","Disputed area Mayotte: France / Comoros","Disputed","8606","Mayotte","17","France","MYT","2163","Comores","2163","Comores","COM","0",NA,"0",NA,NA,45.3048317181,-13.2170708758,66620.6279949,"48944",0
"26","48946","Disputed area Ile Tromelin: Reunion / Mauritus","Disputed","8609","Réunion","17","France","REU","8614","Republic of Mauritius","8614","Republic of Mauritius","MUS","0",NA,"0",NA,NA,54.673051301,-15.7112679439,274437.628544,"48946",0
"27","8388","Heard and McDonald Islands Exclusive Economic Zone","200NM","8631","Heard and McDonald Islands","2147","Australia","HMD","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,73.7305145861,-53.4986252975,417353.385682,"8388",0
"28","8387","Kerguelen Exclusive Economic Zone","200NM","8630","Kerguélen","17","France","ATF","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,68.9745991558,-48.877945391,550720.881404,"8387",0
"29","8348","Madagascan Exclusive Economic Zone","200NM","7963","Madagascar","7963","Madagascar","MDG","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,47.2538894845,-20.9128765386,1196333.81237,"8348",0
"30","8396","South African Exclusive Economic Zone","200NM","2176","South Africa","2176","South Africa","ZAF","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,24.4433127625,-33.5080154268,1072718.43265,"8396",0
"31","8312","New Caledonian Exclusive Economic Zone","200NM","2261","New Caledonia","17","France","NCL","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,163.203766208,-21.0187061029,1175906.30347,"8312",0
"32","8310","Norfolk Island Exclusive Economic Zone","200NM","8591","Norfolk Island","2147","Australia","NFK","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,167.928983087,-29.0931356705,430746.502762,"8310",0
"33","8343","Mauritian Exclusive Economic Zone","200NM","8614","Republic of Mauritius","8614","Republic of Mauritius","MUS","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,60.1172030942,-16.8102129211,1278112.77102,"8343",0
"34","8338","Réunion Exclusive Economic Zone","200NM","8609","Réunion","17","France","REU","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,54.713277658,-21.7819697451,315408.212326,"8338",0
"35","8313","Vanuatu Exclusive Economic Zone","200NM","2202","Vanuatu","2202","Vanuatu","VUT","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,168.568831776,-16.5948777211,623417.068474,"8313",0
"36","8395","Namibian Exclusive Economic Zone","200NM","2218","Namibia","2218","Namibia","NAM","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,12.2854741973,-23.649686501,562210.160942,"8395",0
"37","21791","Oecussi Ambeno Exclusive Economic Zone","200NM","26234","Oecusse","8757","East Timor","TLS","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,124.270746861,-9.04988535896,1826.50002327,"21791",0
"38","8394","Congolese Exclusive Economic Zone","200NM","8633","Republic of the Congo","8633","Republic of the Congo","COG","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,10.5957743479,-5.33647579774,33806.6828524,"8394",0
"39","8478","Angolan Exclusive Economic Zone","200NM","2150","Angola","2150","Angola","AGO","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,11.0353708514,-11.701097795,495861.858053,"8478",0
"40","8347","Mozambican Exclusive Economic Zone","200NM","2220","Mozambique","2220","Mozambique","MOZ","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,37.9562060878,-20.3732121341,566107.319809,"8347",0
"41","8349","Kenyan Exclusive Economic Zone","200NM","2118","Kenya","2118","Kenya","KEN","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,42.2930873388,-3.20733029195,113818.646103,"8349",0
"42","8758","East Timorian Exclusive Economic Zone","200NM","8757","East Timor","8757","East Timor","TLS","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,126.81268257,-9.77185441186,72174.8295001,"8758",0
"43","21795","Joint regime area Australia / East Timor","Joint regime","2147","Australia","2147","Australia","AUS","8757","East Timor","8757","East Timor","TLS","0",NA,"0",NA,NA,127.14331346,-10.4103568152,35039.0162075,"21795",0
"44","21798","Protected Zone established under the Torres Strait Treaty","Joint regime","2237","Papua New Guinea","2237","Papua New Guinea","PNG","2147","Australia","2147","Australia","AUS","0",NA,"0",NA,NA,142.410287691,-9.50248815536,3716.58035339,"21798",0
"45","8384","South African Exclusive Economic Zone (Prince Edward Islands)","200NM","22598","Prince Edward Islands","2176","South Africa","ZAF","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,37.8085360917,-46.8329157487,474896.777438,"8384",0
"46","8479","Tanzanian Exclusive Economic Zone","200NM","2205","Tanzania","2205","Tanzania","TZA","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,41.1678741176,-7.20984671049,241452.798387,"8479",0
"47","8314","Solomon Islands Exclusive Economic Zone","200NM","8593","Solomon Islands","8593","Solomon Islands","SLB","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,163.688495688,-10.0506821726,1605255.91456,"8314",0
"48","8412","Anguilla Exclusive Economic Zone","200NM","8643","Anguilla","2208","United Kingdom","AIA","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-62.5432850246,20.018030055,90154.3649636,"8412",0
"49","8414","Antigua and Barbuda Exclusive Economic Zone","200NM","8645","Antigua and Barbuda","8645","Antigua and Barbuda","ATG","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-60.5706983334,18.7327649162,111560.086278,"8414",0
"50","26519","Aruban Exclusive Economic Zone","200NM","8652","Aruba","15","Netherlands","ABW","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-69.6734120383,13.7413800338,29950.1260655,"26519",0
"51","8361","Portuguese Exclusive Economic Zone (Azores)","200NM","2454","Azores","2243","Portugal","PRT","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-27.9760149599,38.4753756266,960420.584331,"8361",0
"52","8404","Bahamas Exclusive Economic Zone","200NM","2144","Bahamas","2144","Bahamas","BHS","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-75.5706026891,25.1151384808,618667.242186,"8404",0
"53","8418","Barbados Exclusive Economic Zone","200NM","8649","Barbados","8649","Barbados","BRB","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-57.9936743404,13.3232118543,185006.191263,"8418",0
"54","8429","Mexican Exclusive Economic Zone","200NM","2224","Mexico","2224","Mexico","MEX","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-105.333456024,21.3501812799,3186924.40663,"8429",0
"55","8402","Bermudian Exclusive Economic Zone","200NM","8636","Bermuda","2208","United Kingdom","BMU","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-64.7672540598,32.334721936,453160.413003,"8402",0
"56","26520","Bonaire Exclusive Economic Zone","200NM","15074","Bonaire","15","Netherlands","BES","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-68.3697839747,12.7111952419,12980.2477467,"26520",0
"57","8411","British Virgin Islands Exclusive Economic Zone","200NM","8653","British Virgin Islands","2208","United Kingdom","VGB","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-64.5049713668,20.3898760877,81583.1247953,"8411",0
"58","8362","Cape Verdean Exclusive Economic Zone","200NM","2168","Cape Verde","2168","Cape Verde","CPV","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-24.1716379097,16.0919044675,801936.702842,"8362",0
"59","8364","Spanish Exclusive Economic Zone (Canary Islands)","200NM","3743","Canary Islands","2185","Spain","ESP","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-17.6139556167,28.367147652,445893.382119,"8364",0
"60","8407","Cayman Islands Exclusive Economic Zone","200NM","8638","Cayman Islands","2208","United Kingdom","CYM","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-81.1391391941,19.153448028,118398.433806,"8407",0
"61","8401","Clipperton Exclusive Economic Zone","200NM","8635","Clipperton Island","17","France","CPT","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-109.217281712,10.3086885787,435657.049626,"8401",0
"62","8423","Panamanian Exclusive Economic Zone","200NM","2249","Panama","2249","Panama","PAN","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-80.3458256144,8.28880359641,331242.370352,"8423",0
"63","8424","Costa Rican Exclusive Economic Zone","200NM","2162","Costa Rica","2162","Costa Rica","CRI","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-86.6607193288,6.62124016996,567365.437993,"8424",0
"64","26517","Curaçaoan Exclusive Economic Zone","200NM","19143","Curaçao","15","Netherlands","CUW","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-68.9717632758,13.162460911,25397.0379826,"26517",0
"65","8417","Dominican Exclusive Economic Zone","200NM","8648","Dominica","8648","Dominica","DMA","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-60.7211417111,15.4973889186,28589.5552507,"8417",0
"66","8409","Dominican Republic Exclusive Economic Zone","200NM","8640","Dominican Republic","8640","Dominican Republic","DOM","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-69.6722372535,19.1382628147,350697.677696,"8409",0
"67","8430","Guatemalan Exclusive Economic Zone","200NM","2097","Guatemala","2097","Guatemala","GTM","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-92.0907971305,12.5524312281,110643.131743,"8430",0
"68","8435","Faeroe Exclusive Economic Zone","200NM","3297","Faeroe","2157","Denmark","FRO","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-6.98147891699,62.6049066497,264369.642022,"8435",0
"69","8370","Gambian Exclusive Economic Zone","200NM","2113","Gambia","2113","Gambia","GMB","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-18.3875108981,13.3286663278,22956.7941229,"8370",0
"70","8365","Disputed area Gibraltarian Exclusive Economic Zone","Disputed","3344","Gibraltar","2208","United Kingdom","GIB","2185","Spain","2185","Spain","ESP","0",NA,"0",NA,NA,-5.21961235242,36.0883186746,388.29707089,"8365",0
"71","8419","Grenadian Exclusive Economic Zone","200NM","8650","Grenada","8650","Grenada","GRD","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-62.05880506,12.2438817621,25576.6292954,"8419",0
"72","33177","Guadeloupean Exclusive Economic Zone","200NM","8654","Guadeloupe","17","France","GLP","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-59.8504431156,16.7988045773,90858.9144169,"33177",0
"73","8390","Sierra Leonian Exclusive Economic Zone","200NM","2191","Sierra Leone","2191","Sierra Leone","SLE","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-14.1446799886,6.6354075324,160578.277588,"8390",0
"74","5680","Icelandic Exclusive Economic Zone","200NM","2129","Iceland","2129","Iceland","ISL","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-18.4548612676,64.6994946389,763172.764242,"5680",0
"75","8459","Jamaican Exclusive Economic Zone","200NM","8682","Jamaica","8682","Jamaica","JAM","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-77.2908938472,16.6686107246,257049.4206,"8459",0
"77","8363","Portuguese Exclusive Economic Zone (Madeira)","200NM","4956","Madeira","2243","Portugal","PRT","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-16.8109067611,33.1730175134,452810.174016,"8363",0
"78","8369","Mauritanian Exclusive Economic Zone","200NM","2236","Mauritania","2236","Mauritania","MRT","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-17.9181448954,18.2466224476,173189.736645,"8369",0
"79","8415","Montserrat Exclusive Economic Zone","200NM","8646","Montserrat","2208","United Kingdom","MSR","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-62.4838447003,16.4129227994,7190.1181674,"8415",0
"81","48951","Disputed area Navassa Island: USA / Haiti / Jamaica","Disputed","8639","Haiti","8639","Haiti","HTI","2204","United States","2204","United States","USA","8682","Jamaica","8682","Jamaica","JAM",-75.1837262083,18.338143081,13890.8022545,"48951",0
"82","8443","Palmyra Atoll Exclusive Economic Zone","200NM","8669","Palmyra Atoll","2204","United States","UMI","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-162.898806844,6.68793833684,353739.677389,"8443",0
"83","33179","Puerto Rican Exclusive Economic Zone","200NM","8641","Puerto Rico","2204","United States","PRI","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-66.7868748643,17.7982100164,154652.244219,"33179",0
"84","26518","Saba Exclusive Economic Zone","200NM","19095","Saba","15","Netherlands","BES","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-63.6018537449,17.3773879325,9487.86004099,"26518",0
"85","48952","Saint-Barthélemy Exclusive Economic Zone","200NM","19099","Saint-Barthélemy","17","France","BLM","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-62.627396234,17.9326998633,4179.01620913,"48952",0
"86","26526","Sint-Eustatius Exclusive Economic Zone","200NM","26525","Sint-Eustatius","15","Netherlands","BES","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-63.1298700042,17.3389023869,2175.3949696,"26526",0
"87","8413","Saint Kitts and Nevis Exclusive Economic Zone","200NM","8644","Saint Kitts and Nevis","8644","Saint Kitts and Nevis","KNA","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-62.9057776097,16.9902197815,9501.83433544,"8413",0
"88","8416","Saint Lucia Exclusive Economic Zone","200NM","8647","Saint Lucia","8647","Saint Lucia","LCA","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-61.1035883678,13.877703726,15412.9352272,"8416",0
"89","8495","Saint-Martin Exclusive Economic Zone","200NM","8688","Collectivity of Saint Martin","17","France","MAF","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-63.202822639,18.0346923308,1099.39449847,"8495",0
"90","8494","Saint-Pierre and Miquelon Exclusive Economic Zone","200NM","8686","Saint-Pierre and Miquelon","17","France","SPM","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-56.3870090588,45.8571905908,12413.8016754,"8494",0
"91","8421","Saint Vincent and the Grenadines Exclusive Economic Zone","200NM","8651","Saint Vincent and the Grenadines","8651","Saint Vincent and the Grenadines","VCT","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-61.6944240413,13.1580517887,36243.1925939,"8421",0
"92","21803","Sint-Maarten Exclusive Economic Zone","200NM","21802","Sint-Maarten","15","Netherlands","SXM","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-63.1228498936,17.9381258597,465.987614666,"21803",0
"93","8420","Trinidad and Tobago Exclusive Economic Zone","200NM","2186","Trinidad and Tobago","2186","Trinidad and Tobago","TTO","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-59.9847752098,10.9578843863,76575.0360158,"8420",0
"94","8405","Turks and Caicos Exclusive Economic Zone","200NM","2211","Turks and Caicos Islands","2208","United Kingdom","TCA","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-70.8535688822,22.8098957013,91028.3310066,"8405",0
"95","33180","Virgin Islander Exclusive Economic Zone","200NM","8642","United States Virgin Islands","2204","United States","VIR","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-64.9243537727,17.2549629495,38290.0629235,"33180",0
"96","5688","Portuguese Exclusive Economic Zone","200NM","2243","Portugal","2243","Portugal","PRT","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-10.922837746,38.3192142122,315475.133682,"5688",0
"97","8428","El Salvador Exclusive Economic Zone","200NM","2135","El Salvador","2135","El Salvador","SLV","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-89.744108452,11.8485870936,95098.9801233,"8428",0
"98","8457","Belizean Exclusive Economic Zone","200NM","8681","Belize","8681","Belize","BLZ","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-87.5931957881,17.1877404836,34310.002032,"8457",0
"99","8406","Cuban Exclusive Economic Zone","200NM","8637","Cuba","8637","Cuba","CUB","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-81.5304954834,21.600037556,352265.987352,"8406",0
"100","8408","Haitian Exclusive Economic Zone","200NM","8639","Haiti","8639","Haiti","HTI","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-73.5485596268,17.9121851763,103497.883331,"8408",0
"101","33178","Martinican Exclusive Economic Zone","200NM","8655","Martinique","17","France","MTQ","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-60.2005459721,14.9751154515,47599.5553363,"33178",0
"102","48964","Joint regime area Senegal / Guinea Bissau","Joint regime","2225","Senegal","2225","Senegal","SEN","8685","Guinea-Bissau","8685","Guinea-Bissau","GNB","0",NA,"0",NA,NA,-18.7744292536,11.2609962226,63504.9930222,"48964",0
"103","48965","Disputed area: Venezuela / Aruba / Dominican Republic","Disputed","2201","Venezuela","2201","Venezuela","VEN","8652","Aruba","15","Netherlands","ABW","8640","Dominican Republic","8640","Dominican Republic","DOM",-69.6532561891,15.3038067108,1114.61161769,"48965",0
"104","48966","Joint regime area Spain / France","Joint regime","17","France","17","France","FRA","2185","Spain","2185","Spain","ESP","0",NA,"0",NA,NA,-5.33333333308,45.2541666666,2859.50870608,"48966",0
"105","48967","Joint regime area United Kingdom / Denmark (Faeroe Islands)","Joint regime","2208","United Kingdom","2208","United Kingdom","GBR","3297","Faeroe","2157","Denmark","FRO","0",NA,"0",NA,NA,-7.5190207701,60.0360866869,7935.63728108,"48967",0
"106","48943","Disputed area: Canada / USA","Disputed","2169","Canada","2169","Canada","CAN","2204","United States","2204","United States","USA","0",NA,"0",NA,NA,-139.936048604,72.0253405239,23372.5712709,"48943",0
"107","48968","Joint regime area Costa Rica / Ecuador (Galapagos)","Joint regime","2162","Costa Rica","2162","Costa Rica","CRI","5660","Galapagos","2166","Ecuador","ECU","0",NA,"0",NA,NA,-88.8413167805,3.22640804155,17337.2348417,"48968",0
"108","8425","Nicaraguan Exclusive Economic Zone","200NM","2255","Nicaragua","2255","Nicaragua","NIC","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-83.3105122043,12.7195681683,228251.857132,"8425",0
"109","8460","Guyanese Exclusive Economic Zone","200NM","2124","Guyana","2124","Guyana","GUY","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-57.6411085408,8.61271338198,135053.148853,"8460",0
"110","48969","Joint regime area Guyana / Barbados","Joint regime","8649","Barbados","8649","Barbados","BRB","2124","Guyana","2124","Guyana","GUY","0",NA,"0",NA,NA,-57.1321427973,10.6807768195,67.1575217265,"48969",0
"111","48970","Joint regime area Colombia / Dominican Republic","Joint regime","8640","Dominican Republic","8640","Dominican Republic","DOM","2175","Colombia","2175","Colombia","COL","0",NA,"0",NA,NA,-72.5038611031,15.0185096768,13110.2397339,"48970",0
"112","48971","Disputed area: Venezuela / Colombia / Dominican Republic","Disputed","2175","Colombia","2175","Colombia","COL","8640","Dominican Republic","8640","Dominican Republic","DOM","2201","Venezuela","2201","Venezuela","VEN",-71.0882839046,15.0531958348,863.049826952,"48971",0
"113","5681","Irish Exclusive Economic Zone","200NM","2114","Ireland","2114","Ireland","IRL","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-11.7463132477,52.652694236,426997.656893,"5681",0
"114","21788","Guernsey Exclusive Economic Zone","200NM","4377","Guernsey","2208","United Kingdom","GGY","0",NA,"0",NA,NA,"0",NA,"0",NA,NA,-2.65844594606,49.6396764324,6526.09735102,"21788",0
