"binomial","OBJECTID","Shape_Leng","Shape_Area","area","order_name","family_nam","code"
"Aculeola nigra","1",73.1281629007,34.5270698958,403977,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Aetobatus flagellum","2",376.742451579,41.4746819057,477171,"RAJIFORMES","MYLIOBATIDAE","EN"
"Aetobatus narinari","3",5471.36172043,2136.06004431,25432200,"RAJIFORMES","MYLIOBATIDAE","NT"
"Aetomylaeus maculatus","4",855.156186599,99.8956823092,1193160,"RAJIFORMES","MYLIOBATIDAE","EN"
"Aetomylaeus nichofii","5",2629.04207494,297.318767435,3529060,"RAJIFORMES","MYLIOBATIDAE","VU"
"Aetomylaeus vespertilio","6",541.107204457,80.2870106067,959158,"RAJIFORMES","MYLIOBATIDAE","EN"
"Alopias pelagicus","7",3709.98964903,10159.4338991,121058000,"LAMNIFORMES","ALOPIIDAE","VU"
"Alopias superciliosus","8",5330.45836041,16411.952315,191353000,"LAMNIFORMES","ALOPIIDAE","VU"
"Alopias vulpinus","9",7949.33628899,24007.8319822,264335000,"LAMNIFORMES","ALOPIIDAE","VU"
"Amblyraja badia","10",1420.89492371,523.566110489,4147540,"RAJIFORMES","RAJIDAE","LC"
"Amblyraja doellojuradoi","11",807.88438975,162.989456222,1372560,"RAJIFORMES","RAJIDAE","LC"
"Amblyraja frerichsi","12",46.6286457715,13.6966931638,129379,"RAJIFORMES","RAJIDAE","DD"
"Amblyraja georgiana","13",46.9013766284,18.1596547587,138415,"RAJIFORMES","RAJIDAE","DD"
"Amblyraja hyperborea","14",934.599178444,201.913999484,909227,"RAJIFORMES","RAJIDAE","LC"
"Amblyraja jenseni","15",141.451791216,46.5903262983,390134,"RAJIFORMES","RAJIDAE","LC"
"Amblyraja radiata","16",771.090737288,319.082166965,2159900,"RAJIFORMES","RAJIDAE","VU"
"Amblyraja reversa","17",1.3326353811,0.0776800714149,872.363,"RAJIFORMES","RAJIDAE","DD"
"Amblyraja robertsi","18",4.44271334519,0.443147674209,4560.97,"RAJIFORMES","RAJIDAE","LC"
"Amblyraja taaf","19",12.7027920552,5.67281626331,49053.9,"RAJIFORMES","RAJIDAE","DD"
"Anacanthobatis americanus","20",77.9763602083,19.0132484761,227737,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Anacanthobatis donghaiensis","21",8.04916905594,4.45978700879,47851.9,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Anacanthobatis folirostris","22",24.3049970004,4.59270430339,49816.2,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Anacanthobatis longirostris","23",145.808098629,40.4016966763,456391,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Anacanthobatis marmoratus","24",17.8492768173,1.98800886436,21759.3,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Anacanthobatis nanhaiensis","25",25.6063755888,3.06149754573,35119.6,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Anacanthobatis ori","26",13.7968411489,1.87180557237,22261.7,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Anacanthobatis stenosoma","27",7.40009547721,4.34946858274,50216.3,"RAJIFORMES","ANACANTHOBATIDAE","DD"
"Anoxypristis cuspidata","28",2757.6489091,296.225868198,3499870,"RAJIFORMES","PRISTIDAE","EN"
"Apristurus albisoma","29",23.1523771394,18.0719344566,202729,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Apristurus ampliceps","30",116.974743829,64.8156775272,586853,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Apristurus aphyodes","31",179.176234893,75.1776325765,467478,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Apristurus australis","32",165.446751071,80.7771930591,856566,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus brunneus","33",343.118525059,114.147307566,1130330,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus bucephalus","34",3.49205179165,0.970376931837,10172.3,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus canutus","35",35.0701356867,8.03223838992,94327.3,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus exsanguis","36",242.508962052,146.520095823,1275200,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Apristurus fedorovi","37",19.2639435517,7.04379957357,66094,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus gibbosus","38",14.1055088103,7.42669888667,85320.4,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus herklotsi","39",66.5114452804,28.4063338464,326670,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus indicus","40",136.647509909,75.9259409634,883699,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus internatus","41",21.2550726445,27.34144033,285264,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus investigatoris","42",17.403946184,4.60874936676,55375.8,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus japonicus","43",64.1495170989,24.1216028026,254231,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus kampae","44",122.72184898,40.988080123,435477,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus laurussonii","45",151.257909926,61.4746837628,557009,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus longicephalus","46",622.624506388,225.13980416,2520320,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Apristurus macrorhynchus","47",118.763387503,37.1376149872,404113,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus macrostomus","48",8.88199100474,6.08853637488,70530.4,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus manis","49",122.347768417,44.6818001419,376144,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Apristurus melanoasper","50",18.316516263,23.2434048302,155274,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus microps","51",82.8005451943,44.8826163445,441161,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Apristurus micropterygeus","52",12.0892975103,5.04667164432,58071.5,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus nasutus","53",78.2426101891,27.4766171897,317302,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus parvipinnis","54",215.198184352,92.4590517941,1085900,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus pinguis","55",139.050428393,74.4717410051,767207,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Apristurus platyrhynchus","56",144.182419366,58.5088601901,647115,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Apristurus profundorum","57",99.8595468781,38.8505035937,383224,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus riveri","58",439.062217447,150.530950994,1728660,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus saldanha","59",35.180813165,26.5557376704,273825,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Apristurus sibogae","60",31.4624296743,11.3420867698,139534,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus sinensis","61",117.433693034,96.3901108417,1081370,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus spongiceps","62",85.6584800713,46.5389031444,535170,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Apristurus stenseni","63",63.0214281034,17.5916195229,215410,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Aptychotrema rostrata","64",121.459007551,29.6956136844,329018,"RAJIFORMES","RHINOBATIDAE","LC"
"Aptychotrema timorensis","65",1.91649774161,0.273495060381,3306.46,"RAJIFORMES","RHINOBATIDAE","VU"
"Aptychotrema vincentiana","66",199.878142891,71.8309212455,751320,"RAJIFORMES","RHINOBATIDAE","LC"
"Arhynchobatis asperrimus","67",42.9175961239,13.6266388281,128909,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Asymbolus analis","68",62.1027369612,13.2867152727,137536,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Asymbolus funebris","69",15.8045434271,5.93283602294,60732.2,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Asymbolus galacticus","70",5.91109274082,2.77301657,30673.2,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Asymbolus occiduus","71",66.8007634745,43.3740019302,445264,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Asymbolus pallidus","72",62.1009263336,37.4354357635,435354,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Asymbolus parvus","73",54.7872894665,34.4577877946,404769,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Asymbolus rubiginosus","74",100.098478495,29.6787870909,294797,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Asymbolus submaculatus","75",38.8173484229,14.7249734516,150362,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Asymbolus vincenti","76",232.323585005,108.09681501,1074490,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Atelomycterus baliensis","77",0.523959332799,0.0212762604375,258.955,"CARCHARHINIFORMES","SCYLIORHINIDAE","VU"
"Atelomycterus fasciatus","78",31.267362853,11.818492349,137024,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Atelomycterus macleayi","79",132.293957775,43.4693929066,519042,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Atelomycterus marmoratus","80",1466.04965854,418.688373997,5035200,"CARCHARHINIFORMES","SCYLIORHINIDAE","NT"
"Atelomycterus marnkalha","81",189.274921627,64.1244586079,760918,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Atlantoraja castelnaui","82",48.806449357,5.48184563781,58006.5,"RAJIFORMES","ARHYNCHOBATIDAE","EN"
"Atlantoraja cyclophora","83",67.6099603467,32.7455759654,349969,"RAJIFORMES","ARHYNCHOBATIDAE","VU"
"Atlantoraja platana","84",87.4889510569,49.8644941836,501713,"RAJIFORMES","ARHYNCHOBATIDAE","VU"
"Aulohalaelurus kanakorum","85",8.4784029746,1.53002943446,17427.2,"CARCHARHINIFORMES","SCYLIORHINIDAE","VU"
"Aulohalaelurus labiosus","86",43.1111286863,16.5733093787,171218,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Bathyraja abyssicola","87",327.726929772,177.357358649,1433690,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja aguja","88",7.30435267643,1.16279992545,13636.9,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja aleutica","89",592.638797176,333.955634885,2504440,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja andriashevi","90",32.1938873973,25.6361227975,213999,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja bergi","91",166.586121804,93.2992821567,832504,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja brachyurops","92",216.498586002,98.794095435,828264,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja cousseauae","93",4.97684651479,0.609491955105,5391.04,"RAJIFORMES","ARHYNCHOBATIDAE","NT"
"Bathyraja diplotaenia","94",33.4695165108,14.9105101823,140883,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja eatonii","95",209.270122718,56.9252710611,339866,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja fedorovi","96",297.25717075,134.694998011,1096360,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja griseocauda","97",163.052638512,75.2011149806,614747,"RAJIFORMES","ARHYNCHOBATIDAE","EN"
"Bathyraja hesperafricana","98",145.950300411,46.78539901,565899,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja irrasa","99",49.563349558,12.7360487116,103282,"RAJIFORMES","ARHYNCHOBATIDAE","NT"
"Bathyraja ishiharai","100",6.14903546963,2.96995737549,30547.4,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja isotrachys","101",511.960346382,242.948535768,2156470,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja kincaidii","102",113.610353973,32.163646852,268629,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja lindbergi","103",597.92766679,293.146016417,2022430,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja longicauda","104",5.90434988142,0.805960686864,8976.36,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja maccaini","105",147.060652792,46.3955206965,260629,"RAJIFORMES","ARHYNCHOBATIDAE","NT"
"Bathyraja maculata","106",826.523290867,420.905749522,3075930,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja mariposa","107",40.508366456,12.7695237125,97671.1,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja matsubarai","108",41.6591079194,15.1794495633,139491,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja meridionalis","109",159.196744658,97.0437505871,812183,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja microtrachys","110",47.4056805097,18.9661223962,181952,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja minispinosa","111",603.21963594,381.471393652,2771100,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja pallida","112",34.5515624776,5.47769166808,41539.3,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja panthera","113",35.7513045805,16.0194067432,121671,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja papilonifera","114",166.738639034,108.528540676,936159,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja parmifera","115",897.716356787,514.092845318,3723040,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja peruana","116",29.3823626339,3.70518611123,45009.6,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja richardsoni","117",336.400620317,319.355661602,2871830,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja scaphiops","118",149.610170867,63.7512668305,520438,"RAJIFORMES","ARHYNCHOBATIDAE","NT"
"Bathyraja schroederi","119",8.94772878799,1.45260800028,14880.5,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja shuntovi","120",158.572932119,44.0802587668,386144,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja smirnovi","121",395.888447753,299.067496699,2266670,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja smithii","122",51.367941916,10.1023373082,106831,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja spinicauda","123",459.253270881,102.1676706,657847,"RAJIFORMES","ARHYNCHOBATIDAE","NT"
"Bathyraja spinosissima","124",175.978556409,65.878921204,736464,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja trachouros","125",26.1706652102,11.3776457323,106785,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja trachura","126",1301.63712731,515.223433687,3768150,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja tunae","127",9.60168582257,3.65176901248,39960.6,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bathyraja tzinovskii","128",55.7582544165,62.457622075,492998,"RAJIFORMES","ARHYNCHOBATIDAE","LC"
"Bathyraja violacea","129",405.799728338,315.04634469,2319360,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Benthobatis kreffti","130",12.6238906197,2.07294372574,22536,"RAJIFORMES","NARCINIDAE","VU"
"Benthobatis marcida","131",39.0880269369,11.6902135353,129873,"RAJIFORMES","NARCINIDAE","LC"
"Benthobatis moresbyi","132",5.47814968269,0.409214556947,4953.99,"RAJIFORMES","NARCINIDAE","DD"
"Benthobatis yangi","133",1.62483793382,0.136799711219,1562.73,"RAJIFORMES","NARCINIDAE","VU"
"Brachaelurus colcloughi","134",67.1825691827,13.6114441736,154613,"ORECTOLOBIFORMES","BRACHAELURIDAE","VU"
"Brachaelurus waddi","135",38.7521543702,8.15443464012,85770.3,"ORECTOLOBIFORMES","BRACHAELURIDAE","LC"
"Breviraja claramaculata","136",19.7983239057,3.04934657569,32811.6,"RAJIFORMES","RAJIDAE","DD"
"Breviraja colesi","137",213.527593236,51.8293377628,587905,"RAJIFORMES","RAJIDAE","DD"
"Breviraja nigriventralis","138",50.6182052095,10.6803122808,129574,"RAJIFORMES","RAJIDAE","DD"
"Breviraja spinosa","139",23.5502214618,3.40037514625,36405.9,"RAJIFORMES","RAJIDAE","DD"
"Brochiraja aenigma","140",5.53269121957,1.09569881183,11831.2,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Brochiraja albilabiata","141",10.6394604517,1.96560741845,20109.6,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Brochiraja asperula","142",95.8856044393,31.3416092225,285743,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Brochiraja leviveneta","143",62.3255247253,19.9220237341,187256,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Brochiraja microspinifera","144",25.1745698352,7.0065167199,68894,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Brochiraja spinifera","145",96.3341784512,31.8455258746,286688,"RAJIFORMES","ARHYNCHOBATIDAE","DD"
"Bythaelurus alcockii","146",14.2447529647,16.1240337013,187963,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Bythaelurus canescens","147",245.641691987,36.387699862,359129,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Bythaelurus clevai","148",4.97030252758,1.37391350849,15472.5,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Bythaelurus dawsoni","149",112.265717138,95.4637000983,778261,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Bythaelurus hispidus","150",59.9159225168,24.0595675361,291417,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Bythaelurus immaculatus","151",9.27225965236,6.47785831869,75334.5,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Bythaelurus incanus","152",3.86179066259,1.17526526284,14129.2,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Bythaelurus lutarius","153",51.5214865481,25.6223321063,307562,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Callorhinchus callorynchus","154",960.05505407,220.64301831,2000700,"CHIMAERIFORMES","CALLORHINCHIDAE","LC"
"Callorhinchus capensis","155",85.2246493499,32.309403381,338797,"CHIMAERIFORMES","CALLORHINCHIDAE","LC"
"Callorhinchus milii","156",360.573254546,124.007628474,1188820,"CHIMAERIFORMES","CALLORHINCHIDAE","LC"
"Carcharhinus acronotus","157",1126.38367577,358.678128673,4145410,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus albimarginatus","158",2169.27682835,895.918412975,10593500,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus altimus","159",1416.74702004,503.824659267,5782100,"CARCHARHINIFORMES","CARCHARHINIDAE","DD"
"Carcharhinus amblyrhynchoides","160",2135.64034532,735.703379049,8830230,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus amblyrhynchos","161",2645.39336254,1040.01030615,12402000,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus amboinensis","162",2564.44244094,913.886991578,10976800,"CARCHARHINIFORMES","CARCHARHINIDAE","DD"
"Carcharhinus borneensis","163",528.783983503,181.664097595,2198480,"CARCHARHINIFORMES","CARCHARHINIDAE","EN"
"Carcharhinus brachyurus","164",2064.91866085,774.014253399,7865880,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus brevipinna","165",3962.03289824,1318.01261252,15269600,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus cautus","166",517.562742533,166.605353845,1977710,"CARCHARHINIFORMES","CARCHARHINIDAE","DD"
"Carcharhinus dussumieri","167",2004.82867017,622.797482396,7403260,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus falciformis","168",4939.48498568,14048.8943064,166652000,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus fitzroyensis","169",339.455778329,116.206856399,1382730,"CARCHARHINIFORMES","CARCHARHINIDAE","LC"
"Carcharhinus galapagensis","170",638.556718555,294.240567712,3397090,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus hemiodon","171",1416.09242066,477.698473242,5764870,"CARCHARHINIFORMES","CARCHARHINIDAE","CR"
"Carcharhinus isodon","172",586.833718869,133.966309349,1469070,"CARCHARHINIFORMES","CARCHARHINIDAE","LC"
"Carcharhinus leiodon","173",14.3673792765,5.40330019791,64015.8,"CARCHARHINIFORMES","CARCHARHINIDAE","VU"
"Carcharhinus leucas","174",3457.77182341,1108.59018585,13002400,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus limbatus","175",5262.25468926,1798.47729077,20813000,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus longimanus","176",5364.39138731,15319.6265451,180121000,"CARCHARHINIFORMES","CARCHARHINIDAE","VU"
"Carcharhinus macloti","177",2395.76908973,800.9959798,9647950,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus melanopterus","178",3965.47364323,1479.47740224,17691700,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus obscurus","179",2822.24411326,1224.32415265,13788400,"CARCHARHINIFORMES","CARCHARHINIDAE","VU"
"Carcharhinus perezi","180",948.774137397,319.599169289,3710040,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus plumbeus","181",4242.09045813,1886.16046067,21432300,"CARCHARHINIFORMES","CARCHARHINIDAE","VU"
"Carcharhinus porosus","182",942.909693928,292.937366576,3446690,"CARCHARHINIFORMES","CARCHARHINIDAE","DD"
"Carcharhinus sealei","183",2176.55318799,688.115153849,8265320,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus signatus","184",627.080043027,271.738151514,3014700,"CARCHARHINIFORMES","CARCHARHINIDAE","VU"
"Carcharhinus sorrah","185",2246.81703152,745.71815584,8930560,"CARCHARHINIFORMES","CARCHARHINIDAE","NT"
"Carcharhinus tilstoni","186",331.678481713,113.968655945,1353040,"CARCHARHINIFORMES","CARCHARHINIDAE","LC"
"Carcharias taurus","187",2814.33969394,1010.53491574,10969900,"LAMNIFORMES","ODONTASPIDIDAE","VU"
"Carcharodon carcharias","188",8160.0457176,25538.0118633,277805000,"LAMNIFORMES","LAMNIDAE","VU"
"Centrophorus atromarginatus","189",124.465144673,32.6443283239,376064,"SQUALIFORMES","CENTROPHORIDAE","DD"
"Centrophorus harrissoni","190",81.743309902,25.1254182317,252931,"SQUALIFORMES","CENTROPHORIDAE","EN"
"Centrophorus isodon","191",153.660185156,72.203483474,862569,"SQUALIFORMES","CENTROPHORIDAE","DD"
"Centrophorus lusitanicus","192",254.858515943,106.588967358,1219230,"SQUALIFORMES","CENTROPHORIDAE","VU"
"Centrophorus moluccensis","193",417.699154659,202.03056394,2294600,"SQUALIFORMES","CENTROPHORIDAE","DD"
"Centrophorus seychellorum","194",1.87824021552,0.232267985968,2838.02,"SQUALIFORMES","CENTROPHORIDAE","DD"
"Centrophorus squamosus","195",971.620566644,435.428954677,4223530,"SQUALIFORMES","CENTROPHORIDAE","VU"
"Centrophorus tessellatus","196",126.442453997,53.8003764118,595311,"SQUALIFORMES","CENTROPHORIDAE","DD"
"Centrophorus westraliensis","197",32.8905970624,19.5014018462,209896,"SQUALIFORMES","CENTROPHORIDAE","DD"
"Centroscyllium excelsum","198",8.72659598039,0.700011849298,7068.98,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Centroscyllium fabricii","199",1797.89856116,436.203013796,3473380,"SQUALIFORMES","ETMOPTERIDAE","LC"
"Centroscyllium granulatum","200",110.068406624,55.3574200883,482361,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Centroscyllium kamoharai","201",207.056942381,80.3548097267,820407,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Centroscyllium nigrum","202",180.861586269,65.9785252525,760564,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Centroscyllium ornatum","203",88.7044259053,30.0945082442,347014,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Centroscyllium ritteri","204",103.636458114,39.1216726096,379127,"SQUALIFORMES","ETMOPTERIDAE","DD"
"Centroscymnus coelolepis","205",1561.33115139,614.742070481,5765090,"SQUALIFORMES","SOMNIOSIDAE","NT"
"Centroscymnus owstonii","206",897.255867158,366.846764473,3767920,"SQUALIFORMES","SOMNIOSIDAE","LC"
"Centroselachus crepidater","207",1011.81394671,408.500624999,3891690,"SQUALIFORMES","SOMNIOSIDAE","LC"
"Cephaloscyllium albipinnum","208",83.432569243,38.0867363734,366617,"CARCHARHINIFORMES","SCYLIORHINIDAE","NT"
"Cephaloscyllium cooki","209",58.8824999421,18.0690988096,218836,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Cephaloscyllium fasciatum","210",193.922616923,87.9515906884,1022930,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Cephaloscyllium hiscosellum","211",37.9988522307,16.4934255122,187535,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Cephaloscyllium isabellum","212",175.366019569,86.4597723482,790628,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Cephaloscyllium laticeps","213",207.419193474,115.26611133,1131610,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Cephaloscyllium maculatum","214",2.33560895082,0.432678458137,4884.59,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Cephaloscyllium pardelotum","215",2.33560895082,0.432678458137,4884.59,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Cephaloscyllium sarawakensis","216",5.84325954399,0.855357047425,10437.2,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Cephaloscyllium signourum","217",11.35704723,4.64419432525,55392.8,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Cephaloscyllium silasi","218",37.5763873848,26.9293587411,324182,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Cephaloscyllium speccum","219",28.5863114957,12.212543737,145135,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Cephaloscyllium sufflans","220",65.5195783588,29.5299525532,343799,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Cephaloscyllium umbratile","221",231.791759787,75.2875359449,781609,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Cephaloscyllium variegatum","222",62.6492592382,28.2259666196,316481,"CARCHARHINIFORMES","SCYLIORHINIDAE","NT"
"Cephaloscyllium ventriosum","223",198.690750599,80.213208028,880742,"CARCHARHINIFORMES","SCYLIORHINIDAE","LC"
"Cephaloscyllium zebrum","224",3.88872010503,1.20241293833,14236.2,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Cephalurus cephalus","225",85.0308022962,32.2943949801,362771,"CARCHARHINIFORMES","SCYLIORHINIDAE","DD"
"Cetorhinus maximus","226",6665.17632509,13588.1335591,134570000,"LAMNIFORMES","CETORHINIDAE","VU"
"Chaenogaleus macrostoma","227",846.490809124,286.204924919,3393390,"CARCHARHINIFORMES","HEMIGALEIDAE","VU"
"Chiloscyllium arabicum","228",212.148648982,65.2514203633,741368,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","NT"
"Chiloscyllium burmensis","229",48.0371609281,9.71703189552,115440,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","DD"
"Chiloscyllium griseum","230",2175.88011269,600.45992749,7158720,"ORECTOLOBIFORMES","HEMISCYLLIIDAE","NT"
