"ScientificName","CommonName","order_name","family_nam","code","id_no","web_redlist","assessment_redlist","web_fishbase"
"Heterodontus japonicus","Japanse bulkophaai, Lao hu sha, Japansk hornhaj, Japanischer Stierkopfhai, Japanischer Hornhai, Japanese bullhead shark, Bull-head shark, Cat shark, Cestracion shark, Japanease bullhead shark, Japanese horn shark, Port Jackson shark, bull head, Japaninsarvihai, requin dormeur nekozame, Nekozame, sazaewari, sazaiwari, Kwaeng-i-sang-o, Japanse stierkophaai, Rekin rogatek","HETERODONTIFORMES","HETERODONTIDAE","LC",161714,"http://www.iucnredlist.org/details/classify/161714/0","http://www.iucnredlist.org/pdflink.161714","http://www.fishbase.org/summary/Heterodontus-japonicus.html"
"Heterodontus mexicanus","Mexikansk hornhaj, Mexican hornshark, Buffalo hornshark, Mexican horn shark, Shark, Gata, Perro, Meksikonsarvihai, Requin dormeur buffle, Mexicaanse stierkophaai","HETERODONTIFORMES","HETERODONTIDAE","DD",60235,"http://www.iucnredlist.org/details/classify/60235/0","http://www.iucnredlist.org/pdflink.60235","http://www.fishbase.org/summary/Heterodontus-mexicanus.html"
"Heterodontus omanensis","","HETERODONTIFORMES","HETERODONTIDAE","DD",161720,"http://www.iucnredlist.org/details/classify/161720/0","http://www.iucnredlist.org/pdflink.161720","http://www.fishbase.org/summary/Heterodontus-omanensis.html"
"Heterodontus portusjacksoni","Port Jackson-haj, Port-Jackson-Stierkopfhai, Doggenhai, Bullhead shark, Dogshark, Oyster crusher, Pigfish, Port Jackson shark, Tabbigaw, bullhead, horn shark, oyster-crusher, Australiansarvihai, Requin dormeur taureau, Requin de Port Jackson, Port jackson stierkophaai, Portjacksonhaj","HETERODONTIFORMES","HETERODONTIDAE","LC",39334,"http://www.iucnredlist.org/details/classify/39334/0","http://www.iucnredlist.org/pdflink.39334","http://www.fishbase.org/summary/Heterodontus-portusjacksoni.html"
"Heterodontus quoyi","Galapagos-hornhaj, Galapagos bullhead shark, Peruvian horn shark, Shark, Gato, Gata, Suno, Requin dormeur bouledogue, Galapagosstierkophaai, Gata, Gato","HETERODONTIFORMES","HETERODONTIDAE","DD",44579,"http://www.iucnredlist.org/details/classify/44579/0","http://www.iucnredlist.org/pdflink.44579","http://www.fishbase.org/summary/Heterodontus-quoyi.html"
"Heterodontus ramalheira","Mosambiekse bulkophaai, Hvidplettet hornhaj, Mozambique bullhead shark, White-spotted bullhead shark, heterodontus zebra, whitespotted bullhead shark, zebra bullhead shark, requin dormeur chabot, Witgestippelde stierkophaai","HETERODONTIFORMES","HETERODONTIDAE","DD",44614,"http://www.iucnredlist.org/details/classify/44614/0","http://www.iucnredlist.org/pdflink.44614","http://www.fishbase.org/summary/Heterodontus-ramalheira.html"
"Heterodontus zebra","Zebrahornhaj, Japanease bullhead shark, Barred bull-head shark, Barred shark, Bullhead shark, Cat shark, Little shark, Striped bullhead shark, Striped cat shark, Zebra Port Jackson shark, Zebra horn shark, zebra bullhead shark, Seeprasarvihai, requin dormeur zebre, Shima-nekozame, Yu kebut, Yu belang, Gestreepte stierkophaai, Pating, maou urh sha, mau i sha","HETERODONTIFORMES","HETERODONTIDAE","LC",41825,"http://www.iucnredlist.org/details/classify/41825/0","http://www.iucnredlist.org/pdflink.41825","http://www.fishbase.org/summary/Heterodontus-zebra.html"
"Heteronarce bentuviai","Khadala, Elat electric ray, Raya electrica de elat","RAJIFORMES","NARKIDAE","DD",161632,"http://www.iucnredlist.org/details/classify/161632/0","http://www.iucnredlist.org/pdflink.161632","http://www.fishbase.org/summary/Heteronarce-bentuviai.html"
"Heteronarce garmani","Natalse drilvis, Natal electric ray, Natalsluimerrog","RAJIFORMES","NARKIDAE","VU",161746,"http://www.iucnredlist.org/details/classify/161746/0","http://www.iucnredlist.org/pdflink.161746","http://www.fishbase.org/summary/Heteronarce-garmani.html"
"Heteronarce mollis","Soft electric ray, Lloyd's electric ray, Zachte sluimerrog","RAJIFORMES","NARKIDAE","DD",161663,"http://www.iucnredlist.org/details/classify/161663/0","http://www.iucnredlist.org/pdflink.161663","http://www.fishbase.org/summary/Heteronarce-mollis.html"
"Heteronarce prabhui","","RAJIFORMES","NARKIDAE","DD",161593,"http://www.iucnredlist.org/details/classify/161593/0","http://www.iucnredlist.org/pdflink.161593","http://www.fishbase.org/summary/Heteronarce-prabhui.html"
"Heteroscymnoides marleyi","longnose pygmy shark, Tollo pigmeo troumpudo, Tollo pigmeo trompudo, Heteroscymnoides, Squale mignon, Squale mignone, Langsnuitdwerghaai","SQUALIFORMES","DALATIIDAE","LC",60211,"http://www.iucnredlist.org/details/classify/60211/0","http://www.iucnredlist.org/pdflink.60211","http://www.fishbase.org/summary/Heteroscymnoides-marleyi.html"
"Hexanchus griseus","Seskiefhaai, Kalb, Kelb bhar, Qarsh, Peix xovato, Pesciu vacca, Stierhai, Grauhai, Notidan, Rotbraunhai, Rotgrauhai, Sechskiemer, Speckfisch, Stumpfnasen-Sechskiemenhai, Aletra, Bambakaris, Carcharias, Exacarcharias, Exakarcharias, Bluntnose six-gill shark, 6-gilled shark, Atlantic mud shark, Atlantic mudshark, Brown shark, Bull dog shark, Bull shark, Cow shark, Grey shark, Mud shark, Shark, Six-gill shark, Six-gilled shark, Sixgill cow shark, Sixgilled shark, bluntnose sixgill shark, gray shark, sixgill shark, Marrajo, Albafara, Albajar, Bastriuvaca, Boquidulce, Gato de mar, Marfara, Peix xovato, Kidushai, Chien de mer, Arbano, Bouche douce, Griset, Mounge gris, Requin gris, Requin griset, Requin-griset, Shez-zim, Sheshzim, Glavonja, Squalo capopiatto, Muggiu, Notidano grigio, Pesce manzo, Pesce mbove, Squalo capochiatto, Testa piatta, Kagurazame, Cucut meong, Tatera Lataste, 1882, Tatera, Yu insang enam, Yu mata hijau, Murruna, Morruna, Murruna b' sitt gargi, Murruna b'sitt gargi, Kamtannhai, Stompsnuitzeskieuwshaai, Grauwe haai, Koehaai, Kamtannhai, Szescioszpar, Albafar, Albafora, Canhabota cinzenta, Olho-verde, tubarao-albafar, Rechin sur, Peshkagen kokeshtypur, Peshkaqen kokeshtypur, Pas sivonja, Pas glavonja, Pating, Altiyariklicanavar baligi, Boz baligi, Boz camgoz","HEXANCHIFORMES","HEXANCHIDAE","NT",10030,"http://www.iucnredlist.org/details/classify/10030/0","http://www.iucnredlist.org/pdflink.10030","http://www.fishbase.org/summary/Hexanchus-griseus.html"
"Hexanchus nakamurai","Grootoog-seskiefhaai, Bigeyed sixgill shark, Bigeye sixgill shark, Six-gill shark, Vilma, marrajo ojigrande, Pikkukidushai, Griset, Requin vache, Requin-vache, Hiu areuy, Grootoogzeskieuwshaai, Canhabota olho grande, Pating","HEXANCHIFORMES","HEXANCHIDAE","DD",161352,"http://www.iucnredlist.org/details/classify/161352/0","http://www.iucnredlist.org/pdflink.161352","http://www.fishbase.org/summary/Hexanchus-nakamurai.html"
"Hexatrygon bickelli","Seskief-pylstert, Sixgill stingray, Kidusnokkarausku, Nokkarausku, Mutsuera-ei, Zeskieuwige doornrog","RAJIFORMES","HEXATRYGONIDAE","LC",161674,"http://www.iucnredlist.org/details/classify/161674/0","http://www.iucnredlist.org/pdflink.161674","http://www.fishbase.org/summary/Hexatrygon-bickelli.html"
"Himantura astra","","RAJIFORMES","DASYATIDAE","LC",195455,"http://www.iucnredlist.org/details/classify/195455/0","http://www.iucnredlist.org/pdflink.195455","http://www.fishbase.org/summary/Himantura-astra.html"
"Himantura dalyensis","","RAJIFORMES","DASYATIDAE","LC",195319,"http://www.iucnredlist.org/details/classify/195319/0","http://www.iucnredlist.org/pdflink.195319","http://www.fishbase.org/summary/Himantura-dalyensis.html"
"Himantura fai","Pink whipray, Pink whip ray, Ruususiimarausku, tina ni vai, vai buli, Raie fouet, Pari, Pari pucat, Lila pijlstaartrog, Kraban Hin, Fai","RAJIFORMES","DASYATIDAE","LC",161615,"http://www.iucnredlist.org/details/classify/161615/0","http://www.iucnredlist.org/pdflink.161615","http://www.fishbase.org/summary/Himantura-fai.html"
"Himantura gerrardi","Skerpneuse-pylstert, Sharpnose stingray, Banded stingray, Banded whiptail ray, Bluntnose whip ray, Bluntnose whiptail ray, Whipray, Whitespotted whipray, Pow-e-chahargoosh, Otome-ei, Otome ei, Pari batu, Pari, Pari batik, Pari beting, Pari bintik putih, Pari bunga, Pari rimau, Pari tanjung, Bandzweepstaartpijlstaartrog, Uge cauda-espinhosa, Krabane paag-maenam","RAJIFORMES","DASYATIDAE","VU",161566,"http://www.iucnredlist.org/details/classify/161566/0","http://www.iucnredlist.org/pdflink.161566","http://www.fishbase.org/summary/Himantura-gerrardi.html"
"Himantura granulata","Mangrovepiskerokke, Mangrove whipray, Coachwhip ray, Macleay's coachwhip ray, Macleays coachwhip ray, Mangrove ray, Mangrove stingray, Mangrove whip ray, Whitetail stingray, Whitetail whipray, Ojiro-ei, Pe sapi, Pari bintik, Pari ekor putih, Mangrovepijlstaartrog, Krabane paag-maenam","RAJIFORMES","DASYATIDAE","NT",161431,"http://www.iucnredlist.org/details/classify/161431/0","http://www.iucnredlist.org/pdflink.161431","http://www.fishbase.org/summary/Himantura-granulata.html"
"Himantura hortlei","","RAJIFORMES","DASYATIDAE","VU",161598,"http://www.iucnredlist.org/details/classify/161598/0","http://www.iucnredlist.org/pdflink.161598","http://www.fishbase.org/summary/Himantura-hortlei.html"
"Himantura imbricata","Scaly whipray, Scaly stingray, Scaly whip ray, Schneider's scaly-stingray, Sting ray, Whip stingray, Suistosiimarausku, Trey bawbel, Trey prabel, Mookan thirandi, Pakat, Pari tanjung, Ketuka, Pari blentung, Pari lalat, Pari pasir, Pari-ketuka lalat, Setoka, Geschubde pijlstaartrog, Kabang, Tuk ga","RAJIFORMES","DASYATIDAE","DD",161728,"http://www.iucnredlist.org/details/classify/161728/0","http://www.iucnredlist.org/pdflink.161728","http://www.fishbase.org/summary/Himantura-imbricata.html"
"Himantura jenkinsii","Draak-pylstert, Lukhmah, Trnucha Jenkins, Dragepiskerokke, Dragon stingray, Golden whip ray, Jenkin's whipray, Jenkins whipray, Jenkins' whipray, Pointed-nose stingray, Pointed-nosed stingray, Rough-back stingray, Sharpnose stingray, brown stingray, roughback stingray, Kuonosiimarausku, Raie de Jenkin, Pari duri, Pari tanjung, Pari, Pari lalat, Pari naga, Pari pasir, Leik-kyauk htamin-ne, Gouden pijlstaartrog, Shafane, Nyenga, Senthirukkai, Krabane hang-nahm","RAJIFORMES","DASYATIDAE","LC",161744,"http://www.iucnredlist.org/details/classify/161744/0","http://www.iucnredlist.org/pdflink.161744","http://www.fishbase.org/summary/Himantura-jenkinsii.html"
"Himantura kittipongi","","RAJIFORMES","DASYATIDAE","EN",161719,"http://www.iucnredlist.org/details/classify/161719/0","http://www.iucnredlist.org/pdflink.161719","http://www.fishbase.org/summary/Himantura-kittipongi.html"
"Himantura leoparda","Leopard whipray, Marbled stingray, Pastenague indienne","RAJIFORMES","DASYATIDAE","VU",195456,"http://www.iucnredlist.org/details/classify/195456/0","http://www.iucnredlist.org/pdflink.195456","http://www.fishbase.org/summary/Himantura-leoparda.html"
"Himantura lobistoma","","RAJIFORMES","DASYATIDAE","VU",161546,"http://www.iucnredlist.org/details/classify/161546/0","http://www.iucnredlist.org/pdflink.161546","http://www.fishbase.org/summary/Himantura-lobistoma.html"
"Himantura marginata","Sortkantet piskerokke, Blackedge whipray, Black-edge whip ray, Blackedged stingray, Zwartrandpijlstaartrog","RAJIFORMES","DASYATIDAE","DD",165290,"http://www.iucnredlist.org/details/classify/165290/0","http://www.iucnredlist.org/pdflink.165290","http://www.fishbase.org/summary/Himantura-marginata.html"
"Himantura pastinacoides","","RAJIFORMES","DASYATIDAE","VU",161540,"http://www.iucnredlist.org/details/classify/161540/0","http://www.iucnredlist.org/pdflink.161540","http://www.fishbase.org/summary/Himantura-pastinacoides.html"
"Himantura polylepis","","RAJIFORMES","DASYATIDAE","EN",195320,"http://www.iucnredlist.org/details/classify/195320/0","http://www.iucnredlist.org/pdflink.195320","http://www.fishbase.org/summary/Himantura-polylepis.html"
"Himantura schmardae","Ovaler Stechrochen, Chupare stingray, Caribbean whiptail stingray, Stingray, Raya, Chupare, Lebisa, Raya raspadera, Sabina, Pastenague chupare, Stekelrog, Chuparapijlstaartrog","RAJIFORMES","DASYATIDAE","DD",60161,"http://www.iucnredlist.org/details/classify/60161/0","http://www.iucnredlist.org/pdflink.60161","http://www.fishbase.org/summary/Himantura-schmardae.html"
"Himantura toshi","Trnucha Toshova, Sortplettet piskerokke, Black-spotted whipray, Black-edged whipray, Black-spotted stingray, Black-spotted whip ray, Blackspotted whipray, Brown whipray, Coachwhip ray, Ray, Toshs longtail ray, Wulura, Pari tutul, Pari rimau, Pari bintik hitam, Zwartgevlekte pijlstaartrog, Krabane Lai-mang-won","RAJIFORMES","DASYATIDAE","LC",161505,"http://www.iucnredlist.org/details/classify/161505/0","http://www.iucnredlist.org/pdflink.161505","http://www.fishbase.org/summary/Himantura-toshi.html"
"Himantura uarnacoides","Bleeker's whipray, Whitenose whip ray, Pe pasung, Pari, Pari pasir, Witsnuitpijlstaartrog","RAJIFORMES","DASYATIDAE","VU",161547,"http://www.iucnredlist.org/details/classify/161547/0","http://www.iucnredlist.org/pdflink.161547","http://www.fishbase.org/summary/Himantura-uarnacoides.html"
"Himantura uarnak","Heuningkoek-pylstert, Lukhmah, Lakhman, Ruget, Shankar-machh, Leopard-Stechrochen, Imantoura, Longtail stingray, Banded whiptail stingray, Coachwhip ray, Honeycomb, Honeycomb ray, Honeycomb stingray, Honeycombed stingray, Leopard ray, Leopard stingray, Longtail ray, Longtailed ray, Lontail ray, Marbled sting ray, Marbled stingray, Reticulate whip ray, Reticulate whipray, Reticulated whipray, Whiptail ray, Whiptail stingray, honeycomb whipray, Chupare oval, Pow-e-palangy, Leopardisiimarausku, Bouchee, Himantura, Pastenague indienne, Pastenague nid d'abeille, Raie blanche, Raie bouclee, Boor, Tarabla, Warkhol Patari, Hyomon-otome ei, Pari macan, Belya, Thirandi, Bhatya, Waghya-pakat, Whaghya pakat, Pari tanjung, Pari, Pari batik, Pari beting, Pari bunga, Pari bunga/batik, Pari kelawar, Pari pasir, Pari rimau, Leik-kyauk-hua-maungdo, Luipaardpijlstaartrog, Sankush, Shankar, Ogoncza arnak, Vali maduva, Shafane shabeellow, Manal thirukai, Pulli-thirukkai, Sona-kah-tirike, Pulli-thirukkai, Puli-tenke, Sona-kah-tirike, Krabane Lai-mang-won, Pagi, Paging bulik, Paging dahunan, Paging sulatan, Tirpana baligi","RAJIFORMES","DASYATIDAE","VU",161692,"http://www.iucnredlist.org/details/classify/161692/0","http://www.iucnredlist.org/pdflink.161692","http://www.fishbase.org/summary/Himantura-uarnak.html"
"Himantura undulata","Leopardpiskerokke, Leopard whipray, Bleeker's variegated whipray, Leopard whip ray, honeycomb whipray, ocellate whipray, Pari macan, Pari rimau, Pari batik, Panterpijlstaartrog, Krabane Lai-mang-won","RAJIFORMES","DASYATIDAE","VU",161621,"http://www.iucnredlist.org/details/classify/161621/0","http://www.iucnredlist.org/pdflink.161621","http://www.fishbase.org/summary/Himantura-undulata.html"
"Himantura walga","Dwarf whipray, Dwarf whip ray, Scaly stingray, Stingray, Pow-e-dokhar, Setoka, Ketuka, Pari lalat, Pari nyiru, Pari tanjung, Pari-ketuka tanjung, Dwergpijlstaartrog, Kutti, Isacurrah-tenkee, Tenkee shindraki, Thirachi, Krabane hang-nahm","RAJIFORMES","DASYATIDAE","NT",161579,"http://www.iucnredlist.org/details/classify/161579/0","http://www.iucnredlist.org/pdflink.161579","http://www.fishbase.org/summary/Himantura-walga.html"
"Holohalaelurus favus","","CARCHARHINIFORMES","SCYLIORHINIDAE","EN",161652,"http://www.iucnredlist.org/details/classify/161652/0","http://www.iucnredlist.org/pdflink.161652","http://www.fishbase.org/summary/Holohalaelurus-favus.html"
"Holohalaelurus grennian","","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",161531,"http://www.iucnredlist.org/details/classify/161531/0","http://www.iucnredlist.org/pdflink.161531","http://www.fishbase.org/summary/Holohalaelurus-grennian.html"
"Holohalaelurus melanostigma","","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",60229,"http://www.iucnredlist.org/details/classify/60229/0","http://www.iucnredlist.org/pdflink.60229","http://www.fishbase.org/summary/Holohalaelurus-melanostigma.html"
"Holohalaelurus punctatus","Spikkel-kathaai, African spotted catshark, Punctate dogfish, Spotted catshark, Spotted dogfish, White-spotted Izak, Whitespotted izak, Pejegato moteado, Afrikaanse gevlekte kathaai, Pata-roxa africana","CARCHARHINIFORMES","SCYLIORHINIDAE","EN",161675,"http://www.iucnredlist.org/details/classify/161675/0","http://www.iucnredlist.org/pdflink.161675","http://www.fishbase.org/summary/Holohalaelurus-punctatus.html"
"Holohalaelurus regani","","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",161574,"http://www.iucnredlist.org/details/classify/161574/0","http://www.iucnredlist.org/pdflink.161574","http://www.fishbase.org/summary/Holohalaelurus-regani.html"
"Hongeo koreana","Koreansk rokke, Korean skate, Korai-kasube-zoku, Koryo-hongeo, Ko-ryo-hongeo-sok, Koreaanse rog","RAJIFORMES","RAJIDAE","DD",161483,"http://www.iucnredlist.org/details/classify/161483/0","http://www.iucnredlist.org/pdflink.161483","http://www.fishbase.org/summary/Hongeo-koreana.html"
"Hydrolagus affinis","Dunkle Tiefenseeratte, Smalleyed rabbitfish, Atlantic chimaera, Deep-water chimaera, Smalleyed rabbitfish fish, deepwater chimaera, Quimera ojo chico, Borrico, Quimera, Stuttnefur, Ratazana-da-fundura","CHIMAERIFORMES","CHIMAERIDAE","LC",63123,"http://www.iucnredlist.org/details/classify/63123/0","http://www.iucnredlist.org/pdflink.63123","http://www.fishbase.org/summary/Hydrolagus-affinis.html"
"Hydrolagus africanus","Afrikansk havmus, African chimaera, Afrikansillikuningas","CHIMAERIFORMES","CHIMAERIDAE","DD",60188,"http://www.iucnredlist.org/details/classify/60188/0","http://www.iucnredlist.org/pdflink.60188","http://www.fishbase.org/summary/Hydrolagus-africanus.html"
"Hydrolagus alberti","Gulf chimaera, Chimera del golfo, Itohiki-ginzame","CHIMAERIFORMES","CHIMAERIDAE","DD",60189,"http://www.iucnredlist.org/details/classify/60189/0","http://www.iucnredlist.org/pdflink.60189","http://www.fishbase.org/summary/Hydrolagus-alberti.html"
"Hydrolagus alphus","","CHIMAERIFORMES","CHIMAERIDAE","DD",161324,"http://www.iucnredlist.org/details/classify/161324/0","http://www.iucnredlist.org/pdflink.161324","http://www.fishbase.org/summary/Hydrolagus-alphus.html"
"Hydrolagus barbouri","ninespot chimaera, Kokonohoshi-ginzame","CHIMAERIFORMES","CHIMAERIDAE","DD",60190,"http://www.iucnredlist.org/details/classify/60190/0","http://www.iucnredlist.org/pdflink.60190","http://www.fishbase.org/summary/Hydrolagus-barbouri.html"
"Hydrolagus bemisi","","CHIMAERIFORMES","CHIMAERIDAE","LC",41826,"http://www.iucnredlist.org/details/classify/41826/0","http://www.iucnredlist.org/pdflink.41826","http://www.fishbase.org/summary/Hydrolagus-bemisi.html"
"Hydrolagus colliei","Havrotte, Gefleckte Seeratte, Rattenfisch, Seeratte, Chimaera, Angel fish, Elephant fish, Pacific ratfish, Ratfish, Spotted rattfish, White-spotted ratfish, Whitespotted ratfish, spotted ratfish, Quimera, Quimera americana, Quimera manchada, Helmisillikuningas, Chimaera elefante, Ginzame, Ratvis, Rattenvis, Zeerat, Chimera amerykanska, Quimera-americana, Ratazana americana, Amerikanskiy gidrolag, Brunaktig","CHIMAERIFORMES","CHIMAERIDAE","LC",60191,"http://www.iucnredlist.org/details/classify/60191/0","http://www.iucnredlist.org/pdflink.60191","http://www.fishbase.org/summary/Hydrolagus-colliei.html"
"Hydrolagus homonycteris","","CHIMAERIFORMES","CHIMAERIDAE","LC",195433,"http://www.iucnredlist.org/details/classify/195433/0","http://www.iucnredlist.org/pdflink.195433","http://www.fishbase.org/summary/Hydrolagus-homonycteris.html"
"Hydrolagus lemures","Sortfinnet havmus, Blackfin ghostshark, Bight ghostshark, Ghostshark, Ratfish, Spookfish, Mustakummituskuningas","CHIMAERIFORMES","CHIMAERIDAE","LC",60192,"http://www.iucnredlist.org/details/classify/60192/0","http://www.iucnredlist.org/pdflink.60192","http://www.fishbase.org/summary/Hydrolagus-lemures.html"
"Hydrolagus lusitanicus","","CHIMAERIFORMES","CHIMAERIDAE","LC",161475,"http://www.iucnredlist.org/details/classify/161475/0","http://www.iucnredlist.org/pdflink.161475","http://www.fishbase.org/summary/Hydrolagus-lusitanicus.html"
"Hydrolagus macrophthalmus","Bigeye chimaera","CHIMAERIFORMES","CHIMAERIDAE","DD",60193,"http://www.iucnredlist.org/details/classify/60193/0","http://www.iucnredlist.org/pdflink.60193","http://www.fishbase.org/summary/Hydrolagus-macrophthalmus.html"
"Hydrolagus marmoratus","","CHIMAERIFORMES","CHIMAERIDAE","LC",195434,"http://www.iucnredlist.org/details/classify/195434/0","http://www.iucnredlist.org/pdflink.195434","http://www.fishbase.org/summary/Hydrolagus-marmoratus.html"
"Hydrolagus matallanasi","","CHIMAERIFORMES","CHIMAERIDAE","DD",63151,"http://www.iucnredlist.org/details/classify/63151/0","http://www.iucnredlist.org/pdflink.63151","http://www.fishbase.org/summary/Hydrolagus-matallanasi.html"
"Hydrolagus mccoskeri","Galapagos ghostshark","CHIMAERIFORMES","CHIMAERIDAE","DD",63164,"http://www.iucnredlist.org/details/classify/63164/0","http://www.iucnredlist.org/pdflink.63164","http://www.fishbase.org/summary/Hydrolagus-mccoskeri.html"
"Hydrolagus melanophasma","","CHIMAERIFORMES","CHIMAERIDAE","LC",195435,"http://www.iucnredlist.org/details/classify/195435/0","http://www.iucnredlist.org/pdflink.195435","http://www.fishbase.org/summary/Hydrolagus-melanophasma.html"
"Hydrolagus mirabilis","Kleine Tiefenseeratte, Large-eyed rabbitfish, Borrico, Digurnefur, Munaguro-ginzame","CHIMAERIFORMES","CHIMAERIDAE","NT",63104,"http://www.iucnredlist.org/details/classify/63104/0","http://www.iucnredlist.org/pdflink.63104","http://www.fishbase.org/summary/Hydrolagus-mirabilis.html"
"Hydrolagus mitsukurii","Ghost shark, Ratfish, Spookfish, Kummituskuningas, Aka-ginzame","CHIMAERIFORMES","CHIMAERIDAE","DD",60194,"http://www.iucnredlist.org/details/classify/60194/0","http://www.iucnredlist.org/pdflink.60194","http://www.fishbase.org/summary/Hydrolagus-mitsukurii.html"
"Hydrolagus novaezealandiae","Chimaera, Dark ghost shark, Ghost shark, Ratfish","CHIMAERIFORMES","CHIMAERIDAE","LC",41827,"http://www.iucnredlist.org/details/classify/41827/0","http://www.iucnredlist.org/pdflink.41827","http://www.fishbase.org/summary/Hydrolagus-novaezealandiae.html"
"Hydrolagus ogilbyi","Spookfish, Ghostshark, Ogilby's ghostshark, Ogilby's spookfish, Ogilbys ghostshark, Ogilbys spookfish, Ratfish, Tseng's rabbitfish, Waite's ghost shark, whitefish","CHIMAERIFORMES","CHIMAERIDAE","NT",60195,"http://www.iucnredlist.org/details/classify/60195/0","http://www.iucnredlist.org/pdflink.60195","http://www.fishbase.org/summary/Hydrolagus-ogilbyi.html"
"Hydrolagus pallidus","Helle Tiefenseeratte, Ghost shark, Pale chimaera, Pale ghost shark, pallid chimaera","CHIMAERIFORMES","CHIMAERIDAE","LC",63103,"http://www.iucnredlist.org/details/classify/63103/0","http://www.iucnredlist.org/pdflink.63103","http://www.fishbase.org/summary/Hydrolagus-pallidus.html"
"Hydrolagus purpurescens","Lilla havmus, Ratfish, Purple ghostshark, purple chimaera, Murasaki-ginzame","CHIMAERIFORMES","CHIMAERIDAE","DD",60196,"http://www.iucnredlist.org/details/classify/60196/0","http://www.iucnredlist.org/pdflink.60196","http://www.fishbase.org/summary/Hydrolagus-purpurescens.html"
"Hydrolagus trolli","Pointy-nosed blue chimaera, Pointynose blue ghost shark, Ray Troll's chimaera","CHIMAERIFORMES","CHIMAERIDAE","LC",60197,"http://www.iucnredlist.org/details/classify/60197/0","http://www.iucnredlist.org/pdflink.60197","http://www.fishbase.org/summary/Hydrolagus-trolli.html"
"Hypnos monopterygius","Rejnok Coffin, Korthalet elrokke, Australian numbfish, Coffin ray, Crampfish, Electric ray, Numbfish, Numbie, Short-tail electric ray, Torpedo, Lautasrausku","RAJIFORMES","HYPNIDAE","LC",41828,"http://www.iucnredlist.org/details/classify/41828/0","http://www.iucnredlist.org/pdflink.41828","http://www.fishbase.org/summary/Hypnos-monopterygius.html"
"Hypogaleus hyugaensis","Kleiner sopvinhaai, Jarjur, Amahmel, Yuryur, Blacktip houndshark, Blacktip tope shark, Blacktip topeshark, Blacktipe tope, Lesser soupfin shark, Pencil shark, Western school shark, blacktip tope, Hypogaleus hyugaensis, Papa, Tsumaguro-eirakubuka, Zwarttipvaalhaai, Papa","CARCHARHINIFORMES","TRIAKIDAE","NT",39354,"http://www.iucnredlist.org/details/classify/39354/0","http://www.iucnredlist.org/pdflink.39354","http://www.fishbase.org/summary/Hypogaleus-hyugaensis.html"
"Iago garricki","Longnose hound shark, longnose houndshark, Iago garricki, Hiu karang, Karil, Langsnuitvaalhaai","CARCHARHINIFORMES","TRIAKIDAE","LC",41829,"http://www.iucnredlist.org/details/classify/41829/0","http://www.iucnredlist.org/pdflink.41829","http://www.fishbase.org/summary/Iago-garricki.html"
"Iago omanensis","Grootoog-hondhaai, Bigeye hound shark, bigeye houndshark, Omaninkoirahai, Iago omanensis, Grootoogvaalhaai","CARCHARHINIFORMES","TRIAKIDAE","LC",161501,"http://www.iucnredlist.org/details/classify/161501/0","http://www.iucnredlist.org/pdflink.161501","http://www.fishbase.org/summary/Iago-omanensis.html"
"Insentiraja laxipella","Eastern looseskin skate, Slaphuidrog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161390,"http://www.iucnredlist.org/details/classify/161390/0","http://www.iucnredlist.org/pdflink.161390","http://www.fishbase.org/summary/Insentiraja-laxipella.html"
"Insentiraja subtilispinosa","Velvet skate, Western looseskin skate, Fluweelrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161553,"http://www.iucnredlist.org/details/classify/161553/0","http://www.iucnredlist.org/pdflink.161553","http://www.fishbase.org/summary/Insentiraja-subtilispinosa.html"
"Irolita waitii","Southern round skate, Round ray, Wait's sank skate, round skate, Zuidelijke ronde rog, Pagi","RAJIFORMES","ARHYNCHOBATIDAE","LC",161655,"http://www.iucnredlist.org/details/classify/161655/0","http://www.iucnredlist.org/pdflink.161655","http://www.fishbase.org/summary/Irolita-waitii.html"
"Irolita westraliensis","","RAJIFORMES","ARHYNCHOBATIDAE","DD",195457,"http://www.iucnredlist.org/details/classify/195457/0","http://www.iucnredlist.org/pdflink.195457","http://www.fishbase.org/summary/Irolita-westraliensis.html"
"Isistius brasiliensis","Almindelig cookiecutterhaj, Kleiner Leuchthai, Zigarrenhai, Cookie-cutter shark, Cigar shark, Cookie cutter shark, Luminous shark, Smalltooth cookiecutter shark, Smooth cookiecutter shark, cookiecutter shark, Tollo cigarro, Leikkurihai, Brasilianvalohai, Darumazame, Koekjessnijder, Ma'o ava ava","SQUALIFORMES","DALATIIDAE","LC",41830,"http://www.iucnredlist.org/details/classify/41830/0","http://www.iucnredlist.org/pdflink.41830","http://www.fishbase.org/summary/Isistius-brasiliensis.html"
"Isistius labialis","South china cookiecutter shark","SQUALIFORMES","DALATIIDAE","DD",161413,"http://www.iucnredlist.org/details/classify/161413/0","http://www.iucnredlist.org/pdflink.161413","http://www.fishbase.org/summary/Isistius-labialis.html"
