"ScientificName","CommonName","order_name","family_nam","code","id_no","web_redlist","assessment_redlist","web_fishbase"
"Aptychotrema vincentiana","Western shovelnose ray, Guitarfish, Shovelnose shark, Southern shovelnose ray, Yellow shovelnose ray, Australiankitararausku, Zuidelijke gitaarrog","RAJIFORMES","RHINOBATIDAE","LC",44186,"http://www.iucnredlist.org/details/classify/44186/0","http://www.iucnredlist.org/pdflink.44186","http://www.fishbase.org/summary/Aptychotrema-vincentiana.html"
"Arhynchobatis asperrimus","Langhalet newzealansk rokke, Longtail skate, Longtailed skate, Langstaartrog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161577,"http://www.iucnredlist.org/details/classify/161577/0","http://www.iucnredlist.org/pdflink.161577","http://www.fishbase.org/summary/Arhynchobatis-asperrimus.html"
"Asymbolus analis","Australian spotted catshark, Darkspotted catshark, Grey spotted cat shark, Grey spotted catshark, Spotted catshark, Spotted dogfish, Pejegato de lunares, Pejeto de lunares, Grijsgevlekte kathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41720,"http://www.iucnredlist.org/details/classify/41720/0","http://www.iucnredlist.org/pdflink.41720","http://www.fishbase.org/summary/Asymbolus-analis.html"
"Asymbolus funebris","","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",41721,"http://www.iucnredlist.org/details/classify/41721/0","http://www.iucnredlist.org/pdflink.41721","http://www.fishbase.org/summary/Asymbolus-funebris.html"
"Asymbolus galacticus","Starry catshark","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",195421,"http://www.iucnredlist.org/details/classify/195421/0","http://www.iucnredlist.org/pdflink.195421","http://www.fishbase.org/summary/Asymbolus-galacticus.html"
"Asymbolus occiduus","","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41722,"http://www.iucnredlist.org/details/classify/41722/0","http://www.iucnredlist.org/pdflink.41722","http://www.fishbase.org/summary/Asymbolus-occiduus.html"
"Asymbolus pallidus","","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41723,"http://www.iucnredlist.org/details/classify/41723/0","http://www.iucnredlist.org/pdflink.41723","http://www.fishbase.org/summary/Asymbolus-pallidus.html"
"Asymbolus parvus","","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41724,"http://www.iucnredlist.org/details/classify/41724/0","http://www.iucnredlist.org/pdflink.41724","http://www.fishbase.org/summary/Asymbolus-parvus.html"
"Asymbolus rubiginosus","Spotted catshark, Orange spotted catshark, Orange spotted catshrak, Rusty catshark, Rustyspotted catshark","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41725,"http://www.iucnredlist.org/details/classify/41725/0","http://www.iucnredlist.org/pdflink.41725","http://www.fishbase.org/summary/Asymbolus-rubiginosus.html"
"Asymbolus submaculatus","","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41726,"http://www.iucnredlist.org/details/classify/41726/0","http://www.iucnredlist.org/pdflink.41726","http://www.fishbase.org/summary/Asymbolus-submaculatus.html"
"Asymbolus vincenti","Gulf cat shark, St. Vincent's gulf dogfish, gulf catshark, Pejegato de Tasmania, Chien tasmanien, Golfkathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41727,"http://www.iucnredlist.org/details/classify/41727/0","http://www.iucnredlist.org/pdflink.41727","http://www.fishbase.org/summary/Asymbolus-vincenti.html"
"Atelomycterus baliensis","","CARCHARHINIFORMES","SCYLIORHINIDAE","VU",161736,"http://www.iucnredlist.org/details/classify/161736/0","http://www.iucnredlist.org/pdflink.161736","http://www.fishbase.org/summary/Atelomycterus-baliensis.html"
"Atelomycterus fasciatus","Banded sand catshark, Banded catshark, Banded sand cat shark, Longlip spotted catshark, Bandzandkathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41728,"http://www.iucnredlist.org/details/classify/41728/0","http://www.iucnredlist.org/pdflink.41728","http://www.fishbase.org/summary/Atelomycterus-fasciatus.html"
"Atelomycterus macleayi","Australian marbled catshark, Australian marbled cat shark, Marbled catshark, Pejegato jaspeado, Australiankissahai, Australische marmerkathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41729,"http://www.iucnredlist.org/details/classify/41729/0","http://www.iucnredlist.org/pdflink.41729","http://www.fishbase.org/summary/Atelomycterus-macleayi.html"
"Atelomycterus marmoratus","Marbled cat shark, Dog fish, Marble catshark, Marbled catshark, Spotted catshark, coral catshark, Pintarroja coral, Pintarroja coralera, Pintarrojia, Korallikissahai, Chien corail, Sango-torazame, Udumbu sravu, Udumban, Bolad, Wagli, Cucut kembang, Yu cicak, Yu karang, Yu pendek, Yu tokeh, Koraalkathaai, Corungum sorrah, Kurangan-sura, Udamban sura, Udambansura, Kaitan malo, Kaitan malu-malu, Lahos, Pating","CARCHARHINIFORMES","SCYLIORHINIDAE","NT",41730,"http://www.iucnredlist.org/details/classify/41730/0","http://www.iucnredlist.org/pdflink.41730","http://www.fishbase.org/summary/Atelomycterus-marmoratus.html"
"Atelomycterus marnkalha","","CARCHARHINIFORMES","SCYLIORHINIDAE","DD",161434,"http://www.iucnredlist.org/details/classify/161434/0","http://www.iucnredlist.org/pdflink.161434","http://www.fishbase.org/summary/Atelomycterus-marnkalha.html"
"Atlantoraja castelnaui","Ray, Spotback skate, Raya a lunares, Raia-chita, Raia-jereba, Raya chita, Raya pintada, Rugvlekrog, Arraia-pintada, Arraia-chita, Chita, Raia-chita, Raia-pintada","RAJIFORMES","ARHYNCHOBATIDAE","EN",44575,"http://www.iucnredlist.org/details/classify/44575/0","http://www.iucnredlist.org/pdflink.44575","http://www.fishbase.org/summary/Atlantoraja-castelnaui.html"
"Atlantoraja cyclophora","Ray, Eyespot skate, Raja ojona, Raya, Futamaru-kasube, Oogvlekrog, Raia, Arraia-carimbada, Raia-carimbada, Raia-santa","RAJIFORMES","ARHYNCHOBATIDAE","VU",61398,"http://www.iucnredlist.org/details/classify/61398/0","http://www.iucnredlist.org/pdflink.61398","http://www.fishbase.org/summary/Atlantoraja-cyclophora.html"
"Atlantoraja platana","","RAJIFORMES","ARHYNCHOBATIDAE","VU",63110,"http://www.iucnredlist.org/details/classify/63110/0","http://www.iucnredlist.org/pdflink.63110","http://www.fishbase.org/summary/Atlantoraja-platana.html"
"Aulohalaelurus kanakorum","New Caledonia catshark, Kanakorum catshark, New Caledonia cat shark, Nieuw-caledonische kathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","VU",41870,"http://www.iucnredlist.org/details/classify/41870/0","http://www.iucnredlist.org/pdflink.41870","http://www.fishbase.org/summary/Aulohalaelurus-kanakorum.html"
"Aulohalaelurus labiosus","Black-spotted cat shark, Australian Blackspot catshark, Australian blackspotted catshark, Black spotted catshark, Black-spotted catshark, Blackspotted catshark, Pejegato estrellado, Huulikissahai, Hiu dolong, Zwartgevlekte kathaai","CARCHARHINIFORMES","SCYLIORHINIDAE","LC",41731,"http://www.iucnredlist.org/details/classify/41731/0","http://www.iucnredlist.org/pdflink.41731","http://www.fishbase.org/summary/Aulohalaelurus-labiosus.html"
"Bathyraja abyssicola","deepsea skate, Deep-sea skate, abyssal skate, Chihirokasube, Diepzeerog","RAJIFORMES","ARHYNCHOBATIDAE","DD",2636,"http://www.iucnredlist.org/details/classify/2636/0","http://www.iucnredlist.org/pdflink.2636","http://www.fishbase.org/summary/Bathyraja-abyssicola.html"
"Bathyraja aguja","Aguja skate, Agujarog","RAJIFORMES","ARHYNCHOBATIDAE","DD",61399,"http://www.iucnredlist.org/details/classify/61399/0","http://www.iucnredlist.org/pdflink.61399","http://www.fishbase.org/summary/Bathyraja-aguja.html"
"Bathyraja aleutica","Aleutian skate, Arasukakasube, Aleutianrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161661,"http://www.iucnredlist.org/details/classify/161661/0","http://www.iucnredlist.org/pdflink.161661","http://www.fishbase.org/summary/Bathyraja-aleutica.html"
"Bathyraja andriashevi","Little-eyed skate, Kleinogige rog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161372,"http://www.iucnredlist.org/details/classify/161372/0","http://www.iucnredlist.org/pdflink.161372","http://www.fishbase.org/summary/Bathyraja-andriashevi.html"
"Bathyraja bergi","Bottom skate, Raspback skate, Bodemrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161722,"http://www.iucnredlist.org/details/classify/161722/0","http://www.iucnredlist.org/pdflink.161722","http://www.fishbase.org/summary/Bathyraja-bergi.html"
"Bathyraja brachyurops","Broadnose skate, Common ray, Raya de los canales, Raya cola corta, Raya de cola corta, Raie lisse, Blonde rog, Breedsnuitrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",63111,"http://www.iucnredlist.org/details/classify/63111/0","http://www.iucnredlist.org/pdflink.63111","http://www.fishbase.org/summary/Bathyraja-brachyurops.html"
"Bathyraja cousseauae","","RAJIFORMES","ARHYNCHOBATIDAE","NT",63106,"http://www.iucnredlist.org/details/classify/63106/0","http://www.iucnredlist.org/pdflink.63106","http://www.fishbase.org/summary/Bathyraja-cousseauae.html"
"Bathyraja diplotaenia","Dusky-pink skate, Duskypink skate, Ribonkasube, Donkerroze rog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161462,"http://www.iucnredlist.org/details/classify/161462/0","http://www.iucnredlist.org/pdflink.161462","http://www.fishbase.org/summary/Bathyraja-diplotaenia.html"
"Bathyraja eatonii","Eaton's skate, Eatons's skate, Raya de Eaton, Raja de Eaton, Raie d'Eaton","RAJIFORMES","ARHYNCHOBATIDAE","DD",161739,"http://www.iucnredlist.org/details/classify/161739/0","http://www.iucnredlist.org/pdflink.161739","http://www.fishbase.org/summary/Bathyraja-eatonii.html"
"Bathyraja fedorovi","Kanelrokke, Cinnamon skate, Fedorov skate, Fedorov's skate, Kaneelrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161623,"http://www.iucnredlist.org/details/classify/161623/0","http://www.iucnredlist.org/pdflink.161623","http://www.fishbase.org/summary/Bathyraja-fedorovi.html"
"Bathyraja griseocauda","Graytale stake, Austral ray, Graytail skate, Raya austral lija, Raya gris, Raya lija, Grijsstaartrog","RAJIFORMES","ARHYNCHOBATIDAE","EN",63113,"http://www.iucnredlist.org/details/classify/63113/0","http://www.iucnredlist.org/pdflink.63113","http://www.fishbase.org/summary/Bathyraja-griseocauda.html"
"Bathyraja hesperafricana","West African skate, Westafrikaanse rog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161641,"http://www.iucnredlist.org/details/classify/161641/0","http://www.iucnredlist.org/pdflink.161641","http://www.fishbase.org/summary/Bathyraja-hesperafricana.html"
"Bathyraja irrasa","Kerguelen sandpaper skate, Kerguelen sandpaper-skate, Raya rugosa, Raja rugosa, Raie rugueuse","RAJIFORMES","ARHYNCHOBATIDAE","NT",161659,"http://www.iucnredlist.org/details/classify/161659/0","http://www.iucnredlist.org/pdflink.161659","http://www.fishbase.org/summary/Bathyraja-irrasa.html"
"Bathyraja ishiharai","","RAJIFORMES","ARHYNCHOBATIDAE","DD",161387,"http://www.iucnredlist.org/details/classify/161387/0","http://www.iucnredlist.org/pdflink.161387","http://www.fishbase.org/summary/Bathyraja-ishiharai.html"
"Bathyraja isotrachys","Raspback skate, Challenger skate, Charenja-kasube, Sokogangi-ei, Rasprog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161454,"http://www.iucnredlist.org/details/classify/161454/0","http://www.iucnredlist.org/pdflink.161454","http://www.fishbase.org/summary/Bathyraja-isotrachys.html"
"Bathyraja kincaidii","","RAJIFORMES","ARHYNCHOBATIDAE","DD",161706,"http://www.iucnredlist.org/details/classify/161706/0","http://www.iucnredlist.org/pdflink.161706","http://www.fishbase.org/summary/Bathyraja-kincaidii.html"
"Bathyraja lindbergi","Commander skate, cmmander skate, Komandorukasube","RAJIFORMES","ARHYNCHOBATIDAE","LC",161430,"http://www.iucnredlist.org/details/classify/161430/0","http://www.iucnredlist.org/pdflink.161430","http://www.fishbase.org/summary/Bathyraja-lindbergi.html"
"Bathyraja longicauda","Slimtail skate, Raya de cola larga, Slankstaartrog","RAJIFORMES","ARHYNCHOBATIDAE","DD",44576,"http://www.iucnredlist.org/details/classify/44576/0","http://www.iucnredlist.org/pdflink.44576","http://www.fishbase.org/summary/Bathyraja-longicauda.html"
"Bathyraja maccaini","McCain's skate, Raya de McCain, Raie de McCain","RAJIFORMES","ARHYNCHOBATIDAE","NT",161529,"http://www.iucnredlist.org/details/classify/161529/0","http://www.iucnredlist.org/pdflink.161529","http://www.fishbase.org/summary/Bathyraja-maccaini.html"
"Bathyraja maculata","White-blotched skate, whiteblotched skate, Witgevlekte rog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161350,"http://www.iucnredlist.org/details/classify/161350/0","http://www.iucnredlist.org/pdflink.161350","http://www.fishbase.org/summary/Bathyraja-maculata.html"
"Bathyraja mariposa","","RAJIFORMES","ARHYNCHOBATIDAE","DD",161319,"http://www.iucnredlist.org/details/classify/161319/0","http://www.iucnredlist.org/pdflink.161319","http://www.fishbase.org/summary/Bathyraja-mariposa.html"
"Bathyraja matsubarai","Dusky-purple skate, Duskypurple skate, Matsubara-ei, Donkerpaarse rog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161424,"http://www.iucnredlist.org/details/classify/161424/0","http://www.iucnredlist.org/pdflink.161424","http://www.fishbase.org/summary/Bathyraja-matsubarai.html"
"Bathyraja meridionalis","Dark-belly skate, Darkbelly skate, Donkerbuikrog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161619,"http://www.iucnredlist.org/details/classify/161619/0","http://www.iucnredlist.org/pdflink.161619","http://www.fishbase.org/summary/Bathyraja-meridionalis.html"
"Bathyraja microtrachys","","RAJIFORMES","ARHYNCHOBATIDAE","LC",161683,"http://www.iucnredlist.org/details/classify/161683/0","http://www.iucnredlist.org/pdflink.161683","http://www.fishbase.org/summary/Bathyraja-microtrachys.html"
"Bathyraja minispinosa","Whitebrow skate, Smallthorn skate, Subesubekasube, Kleingestekelde rog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161381,"http://www.iucnredlist.org/details/classify/161381/0","http://www.iucnredlist.org/pdflink.161381","http://www.fishbase.org/summary/Bathyraja-minispinosa.html"
"Bathyraja pallida","Heller Tiefenrochen, Pale ray, Pallid skate, pallid ray, Vale rog","RAJIFORMES","ARHYNCHOBATIDAE","LC",63115,"http://www.iucnredlist.org/details/classify/63115/0","http://www.iucnredlist.org/pdflink.63115","http://www.fishbase.org/summary/Bathyraja-pallida.html"
"Bathyraja panthera","","RAJIFORMES","ARHYNCHOBATIDAE","LC",80671020,"http://www.iucnredlist.org/details/classify/80671020/0","http://www.iucnredlist.org/pdflink.80671020","http://www.fishbase.org/summary/Bathyraja-panthera.html"
"Bathyraja papilonifera","","RAJIFORMES","ARHYNCHOBATIDAE","DD",63112,"http://www.iucnredlist.org/details/classify/63112/0","http://www.iucnredlist.org/pdflink.63112","http://www.fishbase.org/summary/Bathyraja-papilonifera.html"
"Bathyraja parmifera","Alaska-rokke, Alaska skate, Blunt skate, flathead skate, Alaskarog, Stompe rog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161471,"http://www.iucnredlist.org/details/classify/161471/0","http://www.iucnredlist.org/pdflink.161471","http://www.fishbase.org/summary/Bathyraja-parmifera.html"
"Bathyraja peruana","Peruansk rokke, Peruvian skate, Raya peruana, Peruaanse rog","RAJIFORMES","ARHYNCHOBATIDAE","DD",63148,"http://www.iucnredlist.org/details/classify/63148/0","http://www.iucnredlist.org/pdflink.63148","http://www.fishbase.org/summary/Bathyraja-peruana.html"
"Bathyraja richardsoni","Richardsons Tiefenrochen, Richardson's ray, Richardson's skate, Richardsons ray, Richardsons skate, deepsea skate, deepwater skate, Raya de Richardson, Raie de Richardson","RAJIFORMES","ARHYNCHOBATIDAE","LC",63127,"http://www.iucnredlist.org/details/classify/63127/0","http://www.iucnredlist.org/pdflink.63127","http://www.fishbase.org/summary/Bathyraja-richardsoni.html"
"Bathyraja scaphiops","Cuphead skate, Ray, Raya picuda, Raya nariguda manchada, Kelkrog","RAJIFORMES","ARHYNCHOBATIDAE","NT",63145,"http://www.iucnredlist.org/details/classify/63145/0","http://www.iucnredlist.org/pdflink.63145","http://www.fishbase.org/summary/Bathyraja-scaphiops.html"
"Bathyraja schroederi","Hvidmundet rokke, Whitemouth skate, Ray, Raya, Witbekrog","RAJIFORMES","ARHYNCHOBATIDAE","DD",63137,"http://www.iucnredlist.org/details/classify/63137/0","http://www.iucnredlist.org/pdflink.63137","http://www.fishbase.org/summary/Bathyraja-schroederi.html"
"Bathyraja shuntovi","Longnose deepsea skate, Longnose deep-sea skate, Narrownose skate, Smalsnuitrog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161382,"http://www.iucnredlist.org/details/classify/161382/0","http://www.iucnredlist.org/pdflink.161382","http://www.fishbase.org/summary/Bathyraja-shuntovi.html"
"Bathyraja smirnovi","Golden skate, Dobukasube, Goudenrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161612,"http://www.iucnredlist.org/details/classify/161612/0","http://www.iucnredlist.org/pdflink.161612","http://www.fishbase.org/summary/Bathyraja-smirnovi.html"
"Bathyraja smithii","Rog, African softnose stake, African softnose skate, Skate, Raya de Smith, Raie de Smith, Afrikaanse zachtsnuitrog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161561,"http://www.iucnredlist.org/details/classify/161561/0","http://www.iucnredlist.org/pdflink.161561","http://www.fishbase.org/summary/Bathyraja-smithii.html"
"Bathyraja spinicauda","Tornhalet rokke, Dornschwanz-Tiefenrochen, Spinetail ray, Spinetail skate, Spiny-tailed skate, spinytail skate, Raya ferreiro, Groenlandse rog, Taggsvansrocka","RAJIFORMES","ARHYNCHOBATIDAE","NT",161366,"http://www.iucnredlist.org/details/classify/161366/0","http://www.iucnredlist.org/pdflink.161366","http://www.fishbase.org/summary/Bathyraja-spinicauda.html"
"Bathyraja spinosissima","White skate, Pacific white skate, Spiny skate, Raya blanca, Raie blanche","RAJIFORMES","ARHYNCHOBATIDAE","LC",161486,"http://www.iucnredlist.org/details/classify/161486/0","http://www.iucnredlist.org/pdflink.161486","http://www.fishbase.org/summary/Bathyraja-spinosissima.html"
"Bathyraja trachouros","Eremo skate, File skate, Zarakasube, Eremorog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161701,"http://www.iucnredlist.org/details/classify/161701/0","http://www.iucnredlist.org/pdflink.161701","http://www.fishbase.org/summary/Bathyraja-trachouros.html"
"Bathyraja trachura","Black skate, Fine-spined skate, roughtail skate, Raya de cola rugosa, Yasuda-kasube, Fijngestekelde rog, Ruwstaartrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161375,"http://www.iucnredlist.org/details/classify/161375/0","http://www.iucnredlist.org/pdflink.161375","http://www.fishbase.org/summary/Bathyraja-trachura.html"
"Bathyraja tunae","","RAJIFORMES","ARHYNCHOBATIDAE","DD",161504,"http://www.iucnredlist.org/details/classify/161504/0","http://www.iucnredlist.org/pdflink.161504","http://www.fishbase.org/summary/Bathyraja-tunae.html"
"Bathyraja tzinovskii","Creamback skate, Tzinovsii skate, Cremerugrog","RAJIFORMES","ARHYNCHOBATIDAE","LC",161444,"http://www.iucnredlist.org/details/classify/161444/0","http://www.iucnredlist.org/pdflink.161444","http://www.fishbase.org/summary/Bathyraja-tzinovskii.html"
"Bathyraja violacea","Okhotsk skate, Kitanokasube, Okhotskrog","RAJIFORMES","ARHYNCHOBATIDAE","DD",161594,"http://www.iucnredlist.org/details/classify/161594/0","http://www.iucnredlist.org/pdflink.161594","http://www.fishbase.org/summary/Bathyraja-violacea.html"
